Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,G+A-PK,Rk_stats_keeper,Nation_stats_keeper,Pos_stats_keeper,Comp_stats_keeper,Age_stats_keeper,Born_stats_keeper,MP_stats_keeper,Starts_stats_keeper,Min_stats_keeper,90s_stats_keeper,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,Rk_stats_shooting,Nation_stats_shooting,Pos_stats_shooting,Comp_stats_shooting,Age_stats_shooting,Born_stats_shooting,90s_stats_shooting,Gls_stats_shooting,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK_stats_shooting,PKatt_stats_shooting,Rk_stats_playing_time,Nation_stats_playing_time,Pos_stats_playing_time,Comp_stats_playing_time,Age_stats_playing_time,Born_stats_playing_time,MP_stats_playing_time,Min_stats_playing_time,Mn/MP,Min%,90s_stats_playing_time,Starts_stats_playing_time,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Rk_stats_misc,Nation_stats_misc,Pos_stats_misc,Comp_stats_misc,Age_stats_misc,Born_stats_misc,90s_stats_misc,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld,Off,Crs,Int,TklW,OG,Saves/90,SoTA/90,IsPrem,Cluster,GA90_scaled,Save%_scaled,CS%_scaled,Saves/90_scaled,SoTA/90_scaled,PCA1,PCA2
Radosław Majecki,pl POL,GK,Brest,fr Ligue 1,26.0,1999.0,10,10,864,9.6,0,0,0,0,0,0,0,1,0.0,81.0,pl POL,GK,fr Ligue 1,26-121,1999.0,10.0,10.0,864.0,9.6,18.0,1.87,43.0,26.0,60.5,1.0,4.0,5.0,3.0,30.0,1.0,1.0,0.0,0.0,1521,pl POL,GK,fr Ligue 1,26-121,1999.0,9.6,0,0,0,,0.0,0.0,,,0,0,1903,pl POL,GK,fr Ligue 1,26-121,1999.0,10,864,86,36.9,9.6,10,86.0,9,0,,10,0.7,9,15,-6,-0.62,-0.87,1521,pl POL,GK,fr Ligue 1,26-121,1999.0,9.6,0,1,0,1,1,0,0,0,0,0,2.7083333333333335,4.479166666666667,False,1,1.2928359192326806,-1.3887304573723591,0.1690535004192543,-0.16885056547680127,0.5870430866022585,1.2614096023229278,-1.0554895434637221
Alex Meret,it ITA,GK,Napoli,it Serie A,28.0,1997.0,9,9,810,9.0,0,1,1,0,0,0,1,0,0.11,86.0,it ITA,GK,it Serie A,28-360,1997.0,9.0,9.0,810.0,9.0,12.0,1.33,27.0,17.0,63.0,7.0,0.0,2.0,2.0,22.2,2.0,2.0,0.0,0.0,1655,it ITA,GK,it Serie A,28-360,1997.0,9.0,0,0,0,,0.0,0.0,,,0,0,2074,it ITA,GK,it Serie A,28-360,1997.0,9,810,90,31.0,9.0,9,90.0,9,0,,8,2.33,16,12,4,0.44,-0.11,1655,it ITA,GK,it Serie A,28-360,1997.0,9.0,1,0,0,1,1,0,0,0,0,0,1.8888888888888888,3.0,False,2,-0.14040447572861442,-0.9872704500376113,-0.39736286696484274,-1.6084078841165355,-1.3517696806194706,-0.8606457866908499,-2.1386212173112082
Vanja Milinković-Savić,rs SRB,GK,Napoli,it Serie A,29.0,1997.0,20,20,1800,20.0,0,0,0,0,0,0,0,0,0.0,87.0,rs SRB,GK,it Serie A,29-025,1997.0,20.0,20.0,1800.0,20.0,18.0,0.9,49.0,37.0,71.4,11.0,5.0,4.0,7.0,35.0,6.0,4.0,2.0,0.0,1674,rs SRB,GK,it Serie A,29-025,1997.0,20.0,0,0,0,,0.0,0.0,,,0,0,2102,rs SRB,GK,it Serie A,29-025,1997.0,20,1800,90,69.0,20.0,20,90.0,20,0,,7,1.9,29,18,11,0.55,0.11,1674,rs SRB,GK,it Serie A,29-025,1997.0,20.0,0,0,0,1,3,0,0,0,0,0,1.85,2.45,False,2,-1.2816884939385345,0.3616351746071424,0.5321409154090601,-1.6767258585604548,-2.0726803433610708,-2.713329688701837,-1.1367576468402198
Lorenzo Montipò,it ITA,GK,Hellas Verona,it Serie A,30.0,1996.0,26,26,2340,26.0,0,0,0,0,0,0,0,0,0.0,88.0,it ITA,GK,it Serie A,30-025,1996.0,26.0,26.0,2340.0,26.0,44.0,1.69,106.0,65.0,60.4,3.0,8.0,15.0,4.0,15.4,4.0,2.0,2.0,0.0,1711,it ITA,GK,it Serie A,30-025,1996.0,26.0,0,0,0,,0.0,0.0,,,0,0,2150,it ITA,GK,it Serie A,30-025,1996.0,26,2340,90,89.7,26.0,26,90.0,26,0,,3,0.65,21,44,-23,-0.88,1.12,1711,it ITA,GK,it Serie A,30-025,1996.0,26.0,0,0,0,0,5,0,0,0,0,0,2.5,4.076923076923077,False,1,0.8150891209122485,-1.4047888576657492,-0.8911617513509784,-0.5348397142835135,0.059803645028418194,1.1209874431684463,-1.5593261064016548
Arijanet Muric,xk KVX,GK,Sassuolo,it Serie A,27.0,1998.0,28,28,2520,28.0,0,0,0,0,0,0,4,0,0.0,91.0,xk KVX,GK,it Serie A,27-130,1998.0,28.0,28.0,2520.0,28.0,37.0,1.32,136.0,103.0,75.7,11.0,5.0,12.0,6.0,21.4,4.0,4.0,0.0,0.0,1758,xk KVX,GK,it Serie A,27-130,1998.0,28.0,0,0,0,,0.0,0.0,,,0,0,2209,xk KVX,GK,it Serie A,27-130,1998.0,28,2520,90,96.6,28.0,28,90.0,28,0,,1,1.36,35,37,-2,-0.07,1.93,1758,xk KVX,GK,it Serie A,27-130,1998.0,28.0,4,0,0,1,3,0,0,0,0,0,3.6785714285714284,4.857142857142857,False,0,-0.16694596452419397,1.0521463872229082,-0.4554568533632117,1.5356131846801713,1.0824741156508684,0.9246464884670623,1.9561945684799114
Yvon Mvogo,ch SUI,GK,Lorient,fr Ligue 1,31.0,1994.0,23,23,2070,23.0,0,0,0,0,0,0,0,0,0.0,93.0,ch SUI,GK,fr Ligue 1,31-284,1994.0,23.0,23.0,2070.0,23.0,32.0,1.39,80.0,52.0,65.0,8.0,10.0,5.0,4.0,17.4,5.0,4.0,0.0,1.0,1770,ch SUI,GK,fr Ligue 1,31-284,1994.0,23.0,0,0,0,,0.0,0.0,,,0,0,2221,ch SUI,GK,fr Ligue 1,31-284,1994.0,23,2070,90,88.5,23.0,23,90.0,23,0,,0,1.48,32,32,0,0.0,1.0,1770,ch SUI,GK,fr Ligue 1,31-284,1994.0,23.0,0,0,0,0,4,0,0,1,1,0,2.260869565217391,3.4782608695652173,False,1,0.01884445704486234,-0.666102444169813,-0.7459267853550563,-0.9549316068268703,-0.7248908434528615,-0.14555938530336707,-1.409494760458984
Manuel Neuer,de GER,GK,Bayern Munich,de Bundesliga,39.0,1986.0,19,19,1620,18.0,0,0,0,0,0,0,0,0,0.0,94.0,de GER,GK,de Bundesliga,39-355,1986.0,19.0,19.0,1620.0,18.0,17.0,0.94,42.0,26.0,61.9,16.0,3.0,0.0,6.0,31.6,1.0,1.0,0.0,0.0,1811,de GER,GK,de Bundesliga,39-355,1986.0,18.0,0,0,0,,0.0,0.0,,,0,0,2273,de GER,GK,de Bundesliga,39-355,1986.0,19,1620,85,69.2,18.0,19,85.0,17,0,,3,2.68,70,17,53,2.94,1.07,1811,de GER,GK,de Bundesliga,39-355,1986.0,18.0,0,0,0,0,2,0,0,0,0,0,1.4444444444444444,2.3333333333333335,False,2,-1.1755225387562167,-1.1639128532649006,0.28524147321599225,-2.389184734904188,-2.2256007869729255,-2.4250820168597524,-2.679188262961631
Moritz Nicolas,de GER,GK,Gladbach,de Bundesliga,28.0,1997.0,26,26,2340,26.0,0,0,0,0,0,0,0,0,0.0,95.0,de GER,GK,de Bundesliga,28-147,1997.0,26.0,26.0,2340.0,26.0,43.0,1.65,137.0,98.0,71.5,7.0,7.0,12.0,10.0,38.5,4.0,4.0,0.0,0.0,1832,de GER,GK,de Bundesliga,28-147,1997.0,26.0,0,0,0,,0.0,0.0,,,0,0,2294,de GER,GK,de Bundesliga,28-147,1997.0,26,2340,90,100.0,26.0,26,90.0,26,0,,0,1.08,30,43,-13,-0.5,,1832,de GER,GK,de Bundesliga,28-147,1997.0,26.0,0,0,0,0,2,0,0,0,1,0,3.769230769230769,5.269230769230769,False,0,0.7089231657299303,0.37769357490053135,0.7863021059019241,1.6948787922927626,1.6226169698528672,1.3259209470503974,1.8348364060014406
Obed Nkambadio,fr FRA,GK,Paris FC,fr Ligue 1,23.0,2003.0,11,11,990,11.0,0,0,0,0,0,0,0,0,0.0,96.0,fr FRA,GK,fr Ligue 1,23-038,2003.0,11.0,11.0,990.0,11.0,20.0,1.82,39.0,22.0,53.8,2.0,3.0,6.0,1.0,9.1,4.0,2.0,1.0,1.0,1839,fr FRA,GK,fr Ligue 1,23-038,2003.0,11.0,0,0,0,,0.0,0.0,,,0,0,2302,fr FRA,GK,fr Ligue 1,23-038,2003.0,11,990,90,42.3,11.0,11,90.0,11,0,,14,0.82,15,20,-5,-0.45,0.01,1839,fr FRA,GK,fr Ligue 1,23-038,2003.0,11.0,0,0,0,0,0,0,0,0,0,0,2.0,3.5454545454545454,False,1,1.1601284752547827,-2.4646432770294835,-1.3486518942381336,-1.4132136714196224,-0.6368169572393709,1.1676796389598711,-3.188339608634419
Alexander Nübel,de GER,GK,Stuttgart,de Bundesliga,29.0,1996.0,26,26,2340,26.0,0,1,1,0,0,0,0,0,0.04,97.0,de GER,GK,de Bundesliga,29-168,1996.0,26.0,26.0,2340.0,26.0,34.0,1.31,103.0,76.0,73.8,15.0,5.0,6.0,10.0,38.5,8.0,7.0,1.0,0.0,1853,de GER,GK,de Bundesliga,29-168,1996.0,26.0,0,0,0,,0.0,0.0,,,0,0,2318,de GER,GK,de Bundesliga,29-168,1996.0,26,2340,90,100.0,26.0,26,90.0,26,0,,0,1.92,51,34,17,0.65,,1853,de GER,GK,de Bundesliga,29-168,1996.0,26.0,0,0,0,0,7,0,0,1,0,0,2.923076923076923,3.9615384615384617,False,0,-0.19348745331977354,0.747036781648499,0.7863021059019241,0.20839978790857822,-0.09143635414814082,-0.6751537394881054,0.7633932766480819
Jan Oblak,si SVN,GK,Atlético Madrid,es La Liga,33.0,1993.0,26,26,2340,26.0,0,0,0,0,0,0,0,0,0.0,99.0,si SVN,GK,es La Liga,33-069,1993.0,26.0,26.0,2340.0,26.0,25.0,0.96,82.0,58.0,70.7,15.0,6.0,5.0,10.0,38.5,2.0,1.0,0.0,1.0,1875,si SVN,GK,es La Liga,33-069,1993.0,26.0,0,0,0,,0.0,0.0,,,0,0,2346,si SVN,GK,es La Liga,33-069,1993.0,26,2340,90,92.9,26.0,26,90.0,26,0,,0,1.96,45,25,20,0.77,-0.23,1875,si SVN,GK,es La Liga,33-069,1993.0,26.0,0,0,0,0,4,0,0,0,0,0,2.230769230769231,3.1538461538461537,False,2,-1.1224395611650575,0.2492263725534125,0.7863021059019241,-1.007810306587572,-1.150116348384058,-2.00734933704816,-0.46377574626147866
Maduka Okoye,ng NGA,GK,Udinese,it Serie A,26.0,1999.0,21,21,1806,20.1,0,0,0,0,0,0,1,1,0.0,100.0,ng NGA,GK,it Serie A,26-201,1999.0,21.0,21.0,1806.0,20.1,31.0,1.54,82.0,57.0,68.3,8.0,3.0,10.0,5.0,23.8,6.0,5.0,1.0,0.0,1890,ng NGA,GK,it Serie A,26-201,1999.0,20.1,0,0,0,,0.0,0.0,,,0,0,2367,ng NGA,GK,it Serie A,26-201,1999.0,21,1806,86,69.2,20.1,21,86.0,20,0,,1,1.29,25,26,-1,-0.05,0.85,1890,ng NGA,GK,it Serie A,26-201,1999.0,20.1,1,1,0,2,3,0,0,0,0,0,2.835820895522388,4.079601990049751,False,0,0.4169667889785557,-0.1361752344879463,-0.28117489416810476,0.05511294349446954,0.063315021460378,0.4531975201016281,-0.17796070651912219
Berke Özer,tr TUR,GK,Lille,fr Ligue 1,25.0,2000.0,24,24,2160,24.0,0,1,1,0,0,0,3,0,0.04,102.0,tr TUR,GK,fr Ligue 1,25-296,2000.0,24.0,24.0,2160.0,24.0,30.0,1.25,87.0,58.0,66.7,13.0,5.0,6.0,8.0,33.3,2.0,1.0,1.0,0.0,1934,tr TUR,GK,fr Ligue 1,25-296,2000.0,24.0,0,0,0,,0.0,0.0,,,0,0,2427,tr TUR,GK,fr Ligue 1,25-296,2000.0,24,2160,90,92.3,24.0,24,90.0,24,0,,0,1.83,40,30,10,0.42,1.92,1934,tr TUR,GK,fr Ligue 1,25-296,2000.0,24.0,3,0,0,0,10,0,0,0,1,0,2.4166666666666665,3.625,False,2,-0.35273638609325086,-0.393109639182184,0.4086911943125259,-0.6812353738061986,-0.5325530184131063,-0.7893970256226958,-0.7038994652493872
Alberto Paleari,it ITA,GK,Torino,it Serie A,33.0,1992.0,20,20,1800,20.0,0,0,0,0,0,0,1,0,0.0,104.0,it ITA,GK,it Serie A,33-200,1992.0,20.0,20.0,1800.0,20.0,32.0,1.6,84.0,54.0,64.3,7.0,4.0,9.0,7.0,35.0,2.0,2.0,0.0,0.0,1947,it ITA,GK,it Serie A,33-200,1992.0,20.0,0,0,0,,0.0,0.0,,,0,0,2443,it ITA,GK,it Serie A,33-200,1992.0,20,1800,90,69.0,20.0,20,90.0,20,0,,9,1.25,23,32,-9,-0.45,0.55,1947,it ITA,GK,it Serie A,33-200,1992.0,20.0,1,0,0,0,5,0,0,0,0,0,2.7,4.2,False,0,0.5762157217520331,-0.7785112462235428,0.5321409154090601,-0.1834901314290697,0.22112631081674897,0.3280288817281939,-0.5710693307638054
Iñaki Peña,es ESP,GK,Elche,es La Liga,27.0,1999.0,16,16,1440,16.0,0,0,0,0,0,0,0,0,0.0,105.0,es ESP,GK,es La Liga,27-015,1999.0,16.0,16.0,1440.0,16.0,28.0,1.75,81.0,55.0,67.9,3.0,4.0,9.0,4.0,25.0,2.0,2.0,0.0,0.0,1988,es ESP,GK,es La Liga,27-015,1999.0,16.0,0,0,0,,0.0,0.0,,,0,0,2495,es ESP,GK,es La Liga,27-015,1999.0,16,1440,90,57.1,16.0,16,90.0,16,0,,10,0.81,21,28,-7,-0.44,-0.27,1988,es ESP,GK,es La Liga,27-015,1999.0,16.0,0,0,0,0,1,0,0,0,0,0,3.4375,5.0625,False,0,0.9743380536857259,-0.20040883566150458,-0.19403391457055147,1.1121114553466904,1.3516453046615313,1.7665930928108537,0.7716228862342174
Mike Penders,be BEL,GK,Strasbourg,fr Ligue 1,20.0,2005.0,25,25,2250,25.0,0,0,0,0,0,0,3,0,0.0,106.0,be BEL,GK,fr Ligue 1,20-229,2005.0,25.0,25.0,2250.0,25.0,31.0,1.24,98.0,71.0,71.4,9.0,7.0,9.0,8.0,32.0,4.0,3.0,1.0,0.0,1989,be BEL,GK,fr Ligue 1,20-229,2005.0,25.0,0,0,0,,0.0,0.0,,,0,0,2496,be BEL,GK,fr Ligue 1,20-229,2005.0,25,2250,90,96.2,25.0,25,90.0,25,0,,0,1.36,39,31,8,0.32,-0.68,1989,be BEL,GK,fr Ligue 1,20-229,2005.0,25.0,3,0,0,1,1,0,0,0,0,0,2.84,3.92,False,0,-0.37927787488883047,0.3616351746071424,0.3142884664151766,0.062454576569040195,-0.14588275385170252,-0.5149966144913211,0.36327941110184686
Mattia Perin,it ITA,GK,Juventus,it Serie A,33.0,1992.0,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,108.0,it ITA,GK,it Serie A,33-127,1992.0,6.0,6.0,540.0,6.0,6.0,1.0,16.0,10.0,62.5,3.0,1.0,2.0,2.0,33.3,0.0,0.0,0.0,0.0,2002,it ITA,GK,it Serie A,33-127,1992.0,6.0,0,0,0,,0.0,0.0,,,0,0,2513,it ITA,GK,it Serie A,33-127,1992.0,6,540,90,20.7,6.0,6,90.0,6,0,,21,1.67,10,6,4,0.67,-0.16,2002,it ITA,GK,it Serie A,33-127,1992.0,6.0,0,0,0,0,1,0,0,0,0,0,1.6666666666666667,2.6666666666666665,False,2,-1.0162736059827393,-1.0675624515045607,0.4086911943125259,-1.9987963095103614,-1.7886852337961983,-2.0641708607871148,-2.2376346308225714
Ivan Provedel,it ITA,GK,Lazio,it Serie A,32.0,1994.0,27,27,2430,27.0,0,0,0,0,0,0,1,0,0.0,115.0,it ITA,GK,it Serie A,32-000,1994.0,27.0,27.0,2430.0,27.0,27.0,1.0,112.0,87.0,78.6,8.0,10.0,9.0,12.0,44.4,4.0,3.0,1.0,0.0,2053,it ITA,GK,it Serie A,32-000,1994.0,27.0,0,0,0,,0.0,0.0,,,0,0,2585,it ITA,GK,it Serie A,32-000,1994.0,27,2430,90,93.1,27.0,27,90.0,27,0,,0,1.26,26,27,-1,-0.04,-1.04,2053,it ITA,GK,it Serie A,32-000,1994.0,27.0,1,0,0,0,2,0,0,0,0,0,3.2222222222222223,4.148148148148148,False,0,-1.0162736059827393,1.5178399957312143,1.2147452555898948,0.7339226682464216,0.1531616692114797,-1.2395213669832923,1.9339986406480532
Ionuț Radu,ro ROU,GK,Celta Vigo,es La Liga,28.0,1997.0,28,28,2520,28.0,0,0,0,0,0,0,0,0,0.0,117.0,ro ROU,GK,es La Liga,28-293,1997.0,28.0,28.0,2520.0,28.0,31.0,1.11,106.0,80.0,73.6,10.0,11.0,7.0,8.0,28.6,8.0,3.0,2.0,3.0,2067,ro ROU,GK,es La Liga,28-293,1997.0,28.0,0,0,0,,0.0,0.0,,,0,0,2601,ro ROU,GK,es La Liga,28-293,1997.0,28,2520,90,100.0,28.0,28,90.0,28,0,,0,1.46,38,31,7,0.25,,2067,ro ROU,GK,es La Liga,28-293,1997.0,28.0,0,0,0,0,7,0,0,0,0,0,2.857142857142857,3.7857142857142856,False,0,-0.7243172292313641,0.7149199810617186,0.06738902422210878,0.09257025509942143,-0.32189730527432714,-0.7640951732033248,0.5812351664735652
Diant Ramaj,de GER,GK,Heidenheim,de Bundesliga,24.0,2001.0,25,25,2250,25.0,0,0,0,0,0,0,1,0,0.0,118.0,de GER,GK,de Bundesliga,24-179,2001.0,25.0,25.0,2250.0,25.0,56.0,2.24,135.0,84.0,62.2,3.0,5.0,17.0,0.0,0.0,6.0,5.0,0.0,1.0,2072,de GER,GK,de Bundesliga,24-179,2001.0,25.0,0,0,0,,0.0,0.0,,,0,0,2610,de GER,GK,de Bundesliga,24-179,2001.0,25,2250,90,96.2,25.0,25,90.0,25,0,,0,0.56,24,56,-32,-1.28,0.72,2072,de GER,GK,de Bundesliga,24-179,2001.0,25.0,1,0,0,2,2,0,0,0,0,0,3.36,5.4,False,1,2.274871004669124,-1.11573765238473,-2.0094709895195804,0.9759634919905934,1.7940223022529684,3.7937663073441237,-0.3711411901641588
Federico Ravaglia,it ITA,GK,Bologna,it Serie A,26.0,1999.0,13,12,1110,12.3,0,0,0,0,0,0,3,0,0.0,120.0,it ITA,GK,it Serie A,26-126,1999.0,13.0,12.0,1110.0,12.3,22.0,1.78,66.0,45.0,68.2,3.0,3.0,6.0,2.0,16.7,1.0,1.0,0.0,0.0,2091,it ITA,GK,it Serie A,26-126,1999.0,12.3,0,0,0,,0.0,0.0,,,0,0,2634,it ITA,GK,it Serie A,26-126,1999.0,13,1110,85,42.5,12.3,12,90.0,12,1,30.0,15,0.92,14,22,-8,-0.65,-1.37,2091,it ITA,GK,it Serie A,26-126,1999.0,12.3,3,0,0,1,3,0,0,0,1,0,3.6585365853658534,5.365853658536585,False,0,1.0539625200724645,-0.1522336347813353,-0.796759023453629,1.5004170156660064,1.7492650992446195,2.429239910777649,1.053517358501329
Álex Remiro,es ESP,GK,Real Sociedad,es La Liga,30.0,1995.0,28,28,2520,28.0,0,0,0,0,0,0,0,0,0.0,122.0,es ESP,GK,es La Liga,30-358,1995.0,28.0,28.0,2520.0,28.0,42.0,1.5,105.0,68.0,64.8,10.0,8.0,10.0,2.0,7.1,5.0,5.0,0.0,0.0,2103,es ESP,GK,es La Liga,30-358,1995.0,28.0,0,0,0,,0.0,0.0,,,0,0,2648,es ESP,GK,es La Liga,30-358,1995.0,28,2520,90,100.0,28.0,28,90.0,28,0,,0,1.36,43,42,1,0.04,,2103,es ESP,GK,es La Liga,30-358,1995.0,28.0,0,0,0,0,4,0,0,1,1,1,2.4285714285714284,3.75,False,1,0.31080083379623746,-0.6982192447565932,-1.4938868602340558,-0.6603217081601008,-0.3687096859718335,0.6711503590910318,-1.326154816584063
Guillaume Restes,fr FRA,GK,Toulouse,fr Ligue 1,21.0,2005.0,26,26,2309,25.7,0,0,0,0,0,0,3,0,0.0,123.0,fr FRA,GK,fr Ligue 1,21-006,2005.0,26.0,26.0,2309.0,25.7,31.0,1.21,83.0,56.0,67.5,9.0,7.0,10.0,8.0,30.8,4.0,4.0,0.0,0.0,2105,fr FRA,GK,fr Ligue 1,21-006,2005.0,25.7,0,0,0,,0.0,0.0,,,0,0,2650,fr FRA,GK,fr Ligue 1,21-006,2005.0,26,2309,89,98.7,25.7,26,89.0,25,0,,0,1.31,36,31,5,0.19,0.19,2105,fr FRA,GK,fr Ligue 1,21-006,2005.0,25.7,3,0,0,0,8,0,0,1,0,0,2.1789883268482493,3.2295719844357977,False,2,-0.4589023412755691,-0.26464243683506516,0.22714748681762326,-1.0987763015498864,-1.0508589688985335,-1.2099301475798445,-1.0685445864346874
Robin Risser,fr FRA,GK,Lens,fr Ligue 1,21.0,2004.0,26,26,2340,26.0,0,1,1,0,0,0,2,0,0.04,126.0,fr FRA,GK,fr Ligue 1,21-105,2004.0,26.0,26.0,2340.0,26.0,23.0,0.88,82.0,63.0,74.4,18.0,2.0,6.0,10.0,38.5,5.0,2.0,2.0,1.0,2127,fr FRA,GK,fr Ligue 1,21-105,2004.0,26.0,0,0,0,,0.0,0.0,,,0,0,2676,fr FRA,GK,fr Ligue 1,21-105,2004.0,26,2340,90,100.0,26.0,26,90.0,26,0,,0,2.15,49,23,26,1.0,,2127,fr FRA,GK,fr Ligue 1,21-105,2004.0,26.0,2,0,0,0,4,0,0,0,0,0,2.423076923076923,3.1538461538461537,False,2,-1.3347714715296937,0.8433871834088398,0.7863021059019241,-0.6699741692275306,-1.150116348384058,-2.1748104976903284,0.17433419989768123
Leo Román,es ESP,GK,Mallorca,es La Liga,25.0,2000.0,23,23,2070,23.0,0,0,0,0,0,0,3,0,0.0,128.0,es ESP,GK,es La Liga,25-254,2000.0,23.0,23.0,2070.0,23.0,38.0,1.65,110.0,78.0,70.0,6.0,5.0,12.0,1.0,4.3,6.0,5.0,1.0,0.0,2156,es ESP,GK,es La Liga,25-254,2000.0,23.0,0,0,0,,0.0,0.0,,,0,0,2710,es ESP,GK,es La Liga,25-254,2000.0,23,2070,90,82.1,23.0,23,90.0,23,0,,0,1.0,29,38,-9,-0.39,0.21,2156,es ESP,GK,es La Liga,25-254,2000.0,23.0,3,0,0,1,1,0,0,1,1,0,3.391304347826087,4.782608695652174,False,0,0.7089231657299303,0.13681757049968268,-1.6972158126283472,1.0309573397417238,0.9847787124560725,2.0364359002883208,0.5977464040645425
Gerónimo Rulli,ar ARG,GK,Marseille,fr Ligue 1,33.0,1992.0,22,22,1980,22.0,0,0,0,0,0,0,2,0,0.0,129.0,ar ARG,GK,fr Ligue 1,33-301,1992.0,22.0,22.0,1980.0,22.0,25.0,1.14,83.0,62.0,74.7,12.0,4.0,6.0,7.0,31.8,4.0,4.0,0.0,0.0,2188,ar ARG,GK,fr Ligue 1,33-301,1992.0,22.0,0,0,0,,0.0,0.0,,,0,0,2750,ar ARG,GK,fr Ligue 1,33-301,1992.0,22,1980,90,84.6,22.0,22,90.0,22,0,,3,1.87,43,26,17,0.77,0.02,2188,ar ARG,GK,fr Ligue 1,33-301,1992.0,22.0,2,0,0,1,13,0,0,0,0,0,2.8181818181818183,3.772727272727273,False,0,-0.6446927628446261,0.891562384289009,0.2997649698155844,0.024125531166737796,-0.3389199891643291,-0.917645264856423,0.6712526984404337
Mathew Ryan,au AUS,GK,Levante,es La Liga,33.0,1992.0,26,26,2340,26.0,0,0,0,0,0,0,2,0,0.0,130.0,au AUS,GK,es La Liga,33-343,1992.0,26.0,26.0,2340.0,26.0,41.0,1.58,137.0,99.0,71.5,5.0,8.0,13.0,5.0,19.2,3.0,2.0,1.0,0.0,2191,au AUS,GK,es La Liga,33-343,1992.0,26.0,0,2,0,0.0,0.08,0.0,0.0,,0,0,2753,au AUS,GK,es La Liga,33-343,1992.0,26,2340,90,92.9,26.0,26,90.0,26,0,,0,0.88,27,41,-14,-0.54,0.46,2191,au AUS,GK,es La Liga,33-343,1992.0,26.0,2,0,0,0,0,0,0,1,1,0,3.8076923076923075,5.269230769230769,False,0,0.523132744160874,0.37769357490053135,-0.6152153159587261,1.7624460197647707,1.6226169698528672,1.9282557134466394,1.6646399011449768
Frederik Rønnow,dk DEN,GK,Union Berlin,de Bundesliga,33.0,1992.0,25,25,2250,25.0,0,0,0,0,0,0,2,0,0.0,131.0,dk DEN,GK,de Bundesliga,33-225,1992.0,25.0,25.0,2250.0,25.0,42.0,1.68,103.0,65.0,65.0,7.0,7.0,11.0,5.0,20.0,6.0,6.0,0.0,0.0,2193,dk DEN,GK,de Bundesliga,33-225,1992.0,25.0,0,0,0,,0.0,0.0,,,0,0,2755,dk DEN,GK,de Bundesliga,33-225,1992.0,25,2250,90,96.2,25.0,25,90.0,25,0,,0,1.12,30,42,-12,-0.48,-1.48,2193,dk DEN,GK,de Bundesliga,33-225,1992.0,25.0,2,0,0,1,3,0,0,1,1,0,2.6,4.12,False,1,0.788547632116669,-0.666102444169813,-0.5571213295603572,-0.35916492285629165,0.11626657805433425,0.8221072454884545,-0.8889112633486079
Matvei Safonov,ru RUS,GK,Paris Saint-Germain,fr Ligue 1,27.0,1999.0,8,8,720,8.0,0,0,0,0,0,0,0,0,0.0,133.0,ru RUS,GK,fr Ligue 1,27-020,1999.0,8.0,8.0,720.0,8.0,9.0,1.13,24.0,16.0,62.5,6.0,0.0,2.0,4.0,50.0,1.0,0.0,1.0,0.0,2204,ru RUS,GK,fr Ligue 1,27-020,1999.0,8.0,0,0,0,,0.0,0.0,,,0,0,2768,ru RUS,GK,fr Ligue 1,27-020,1999.0,8,720,90,32.0,8.0,8,90.0,8,0,,14,2.25,21,9,12,1.5,0.32,2204,ru RUS,GK,fr Ligue 1,27-020,1999.0,8.0,0,0,0,0,1,0,0,0,0,0,2.0,3.0,False,2,-0.6712342516402056,-1.0675624515045607,1.6214031603784773,-1.4132136714196224,-1.3517696806194706,-2.033608239473767,-1.5841602740922287
Brice Samba,fr FRA,GK,Rennes,fr Ligue 1,31.0,1994.0,25,25,2250,25.0,0,0,0,0,0,0,3,0,0.0,134.0,fr FRA,GK,fr Ligue 1,31-326,1994.0,25.0,25.0,2250.0,25.0,34.0,1.36,99.0,68.0,68.7,12.0,7.0,6.0,8.0,32.0,4.0,3.0,1.0,0.0,2223,fr FRA,GK,fr Ligue 1,31-326,1994.0,25.0,0,0,0,,0.0,0.0,,,0,0,2795,fr FRA,GK,fr Ligue 1,31-326,1994.0,25,2250,90,96.2,25.0,25,90.0,25,0,,0,1.72,42,34,8,0.32,2.32,2223,fr FRA,GK,fr Ligue 1,31-326,1994.0,25.0,3,0,0,0,5,0,0,0,0,0,2.72,3.96,False,0,-0.060780009341875746,-0.07194163331438573,0.3142884664151766,-0.14835517314362534,-0.09345288747049517,-0.26475585523007894,-0.09933092163296223
