Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,G+A-PK,Rk_stats_keeper,Nation_stats_keeper,Pos_stats_keeper,Comp_stats_keeper,Age_stats_keeper,Born_stats_keeper,MP_stats_keeper,Starts_stats_keeper,Min_stats_keeper,90s_stats_keeper,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,Rk_stats_shooting,Nation_stats_shooting,Pos_stats_shooting,Comp_stats_shooting,Age_stats_shooting,Born_stats_shooting,90s_stats_shooting,Gls_stats_shooting,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK_stats_shooting,PKatt_stats_shooting,Rk_stats_playing_time,Nation_stats_playing_time,Pos_stats_playing_time,Comp_stats_playing_time,Age_stats_playing_time,Born_stats_playing_time,MP_stats_playing_time,Min_stats_playing_time,Mn/MP,Min%,90s_stats_playing_time,Starts_stats_playing_time,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Rk_stats_misc,Nation_stats_misc,Pos_stats_misc,Comp_stats_misc,Age_stats_misc,Born_stats_misc,90s_stats_misc,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld,Off,Crs,Int,TklW,OG,Saves/90,SoTA/90,IsPrem,Cluster,GA90_scaled,Save%_scaled,CS%_scaled,Saves/90_scaled,SoTA/90_scaled,PCA1,PCA2
Kauã Santos,br BRA,GK,Eintracht Frankfurt,de Bundesliga,22.0,2003.0,13,13,1084,12.0,0,0,0,0,0,0,0,0,0.0,136.0,br BRA,GK,de Bundesliga,22-340,2003.0,13.0,13.0,1084.0,12.0,32.0,2.66,68.0,37.0,54.4,3.0,4.0,6.0,2.0,15.4,1.0,1.0,0.0,0.0,2254,br BRA,GK,de Bundesliga,22-340,2003.0,12.0,0,0,0,,0.0,0.0,,,0,0,2831,br BRA,GK,de Bundesliga,22-340,2003.0,13,1084,83,46.3,12.0,13,83.0,12,0,,9,1.0,27,32,-5,-0.42,-0.77,2254,br BRA,GK,de Bundesliga,22-340,2003.0,12.0,0,0,0,0,3,0,0,0,1,0,3.0833333333333335,5.666666666666667,False,1,3.389613534083464,-2.368292875269144,-0.8911617513509784,0.48992990237528034,2.1435547447943506,4.225440153269955,-1.4040694797816886
Razvan Sava,ro ROU,GK,Udinese,it Serie A,23.0,2002.0,7,6,620,6.9,0,0,0,0,0,0,1,0,0.0,137.0,ro ROU,GK,it Serie A,23-269,2002.0,7.0,6.0,620.0,6.9,14.0,2.03,28.0,14.0,50.0,2.0,2.0,2.0,1.0,16.7,0.0,0.0,0.0,0.0,2268,ro ROU,GK,it Serie A,23-269,2002.0,6.9,0,0,0,,0.0,0.0,,,0,0,2852,ro ROU,GK,it Serie A,23-269,2002.0,7,620,89,23.8,6.9,6,90.0,6,1,80.0,18,1.14,7,14,-7,-1.02,-0.93,2268,ro ROU,GK,it Serie A,23-269,2002.0,6.9,1,0,0,0,0,0,0,0,0,0,2.0289855072463765,4.057971014492753,False,1,1.7174997399619523,-3.0748624881783,-0.796759023453629,-1.3622934420204282,0.03496229250666399,1.741649843963401,-3.3399019138667336
Marvin Schwäbe,de GER,GK,Köln,de Bundesliga,30.0,1995.0,26,26,2340,26.0,0,0,0,0,0,0,0,0,0.0,138.0,de GER,GK,de Bundesliga,30-326,1995.0,26.0,26.0,2340.0,26.0,44.0,1.69,115.0,76.0,64.3,6.0,7.0,13.0,3.0,11.5,5.0,3.0,2.0,0.0,2292,de GER,GK,de Bundesliga,30-326,1995.0,26.0,0,0,0,,0.0,0.0,,,0,0,2881,de GER,GK,de Bundesliga,30-326,1995.0,26,2340,90,100.0,26.0,26,90.0,26,0,,0,0.96,35,44,-9,-0.35,,2292,de GER,GK,de Bundesliga,30-326,1995.0,26.0,0,0,0,1,2,0,0,2,1,0,2.923076923076923,4.423076923076923,False,1,0.8150891209122485,-0.7785112462235428,-1.174369935043027,0.20839978790857822,0.5135236425580976,1.5726898802046023,-0.5917744489251409
Simone Scuffet,it ITA,GK,Pisa,it Serie A,29.0,1996.0,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,139.0,it ITA,GK,it Serie A,29-290,1996.0,7.0,7.0,630.0,7.0,15.0,2.14,26.0,14.0,53.8,0.0,3.0,4.0,1.0,14.3,3.0,3.0,0.0,0.0,2295,it ITA,GK,it Serie A,29-290,1996.0,7.0,0,0,0,,0.0,0.0,,,0,0,2884,it ITA,GK,it Serie A,29-290,1996.0,7,630,90,24.1,7.0,7,90.0,7,0,,17,0.43,6,15,-9,-1.29,-0.51,2295,it ITA,GK,it Serie A,29-290,1996.0,7.0,0,0,0,0,4,0,0,0,0,0,2.0,3.7142857142857144,False,1,2.009456116713328,-2.4646432770294835,-0.9710409826487357,-1.4132136714196224,-0.41552206666933983,1.557925110213612,-3.2355078556207015
Adrian Šemper,hr CRO,GK,Pisa,it Serie A,28.0,1998.0,17,17,1530,17.0,0,0,0,0,0,0,0,0,0.0,141.0,hr CRO,GK,it Serie A,28-064,1998.0,17.0,17.0,1530.0,17.0,25.0,1.47,84.0,60.0,71.4,1.0,9.0,7.0,4.0,23.5,1.0,1.0,0.0,0.0,2305,hr CRO,GK,it Serie A,28-064,1998.0,17.0,0,0,0,,0.0,0.0,,,0,0,2896,hr CRO,GK,it Serie A,28-064,1998.0,17,1530,90,58.6,17.0,17,90.0,17,0,,7,0.71,13,25,-12,-0.71,0.46,2305,hr CRO,GK,it Serie A,28-064,1998.0,17.0,0,0,0,0,2,0,0,0,0,0,3.5294117647058822,4.9411764705882355,False,0,0.23117636740949882,0.3616351746071424,-0.3029601390674932,1.2735772562908279,1.1926208937626492,1.2300039503066968,1.3264694824343062
Unai Simón,es ESP,GK,Athletic Club,es La Liga,28.0,1997.0,28,28,2520,28.0,0,0,0,0,0,0,0,0,0.0,144.0,es ESP,GK,es La Liga,28-279,1997.0,28.0,28.0,2520.0,28.0,40.0,1.43,113.0,77.0,67.3,10.0,5.0,13.0,5.0,17.9,4.0,3.0,1.0,0.0,2332,es ESP,GK,es La Liga,28-279,1997.0,28.0,0,0,0,,0.0,0.0,,,0,0,2938,es ESP,GK,es La Liga,28-279,1997.0,28,2520,90,100.0,28.0,28,90.0,28,0,,0,1.25,30,40,-10,-0.36,,2332,es ESP,GK,es La Liga,28-279,1997.0,28.0,0,0,0,0,5,0,0,0,0,0,2.75,4.035714285714286,False,0,0.12501041222718057,-0.2967592374218454,-0.7096180438560757,-0.09565273571545914,0.005789359608218549,0.4664674671208418,-0.4049253807694771
Antonio Sivera,es ESP,GK,Alavés,es La Liga,29.0,1996.0,28,28,2520,28.0,0,0,0,0,0,0,2,0,0.0,145.0,es ESP,GK,es La Liga,29-218,1996.0,28.0,28.0,2520.0,28.0,38.0,1.36,109.0,75.0,68.8,7.0,7.0,14.0,3.0,10.7,4.0,4.0,0.0,0.0,2340,es ESP,GK,es La Liga,29-218,1996.0,28.0,0,0,0,,0.0,0.0,,,0,0,2950,es ESP,GK,es La Liga,29-218,1996.0,28,2520,90,100.0,28.0,28,90.0,28,0,,0,1.0,26,38,-12,-0.43,,2340,es ESP,GK,es La Liga,29-218,1996.0,28.0,2,0,0,1,1,0,0,0,1,0,2.6785714285714284,3.892857142857143,False,0,-0.060780009341875746,-0.05588323302099673,-1.232463921441396,-0.22113472959204644,-0.18146016318180747,0.40898704488290627,-0.4448733505308777
Łukasz Skorupski,pl POL,GK,Bologna,it Serie A,34.0,1991.0,17,17,1412,15.7,0,0,0,0,0,0,1,1,0.0,146.0,pl POL,GK,it Serie A,34-316,1991.0,17.0,17.0,1412.0,15.7,15.0,0.96,43.0,30.0,69.8,9.0,3.0,5.0,7.0,41.2,2.0,2.0,0.0,0.0,2346,pl POL,GK,it Serie A,34-316,1991.0,15.7,0,0,0,,0.0,0.0,,,0,0,2957,pl POL,GK,it Serie A,34-316,1991.0,17,1412,83,54.1,15.7,17,83.0,15,0,,3,1.76,22,12,10,0.64,1.09,2346,pl POL,GK,it Serie A,34-316,1991.0,15.7,1,1,0,1,8,0,0,0,0,0,1.910828025477707,2.7388535031847137,False,2,-1.1224395611650575,0.10470076991290239,0.9823693099964194,-1.5698663516731959,-1.6940665789681166,-2.53861541430436,-1.057723139888442
Yann Sommer,ch SUI,GK,Inter,it Serie A,37.0,1988.0,27,27,2430,27.0,0,0,0,0,0,0,0,0,0.0,148.0,ch SUI,GK,it Serie A,37-090,1988.0,27.0,27.0,2430.0,27.0,22.0,0.81,71.0,50.0,71.8,20.0,2.0,5.0,14.0,51.9,2.0,2.0,0.0,0.0,2366,ch SUI,GK,it Serie A,37-090,1988.0,27.0,0,0,0,,0.0,0.0,,,0,0,2981,ch SUI,GK,it Serie A,37-090,1988.0,27,2430,90,93.1,27.0,27,90.0,27,0,,2,2.3,61,22,39,1.44,-0.06,2366,ch SUI,GK,it Serie A,37-090,1988.0,27.0,0,0,0,0,1,0,0,0,0,0,1.8518518518518519,2.6296296296296298,False,2,-1.5205618930987503,0.42586877578070065,1.7593763780746032,-1.6734726216821731,-1.83723140637139,-3.3335305814953355,-0.7328478873750334
David Soria,es ESP,GK,Getafe,es La Liga,32.0,1993.0,28,28,2520,28.0,0,0,0,0,0,0,2,0,0.0,149.0,es ESP,GK,es La Liga,32-347,1993.0,28.0,28.0,2520.0,28.0,30.0,1.07,119.0,89.0,75.6,10.0,5.0,13.0,8.0,28.6,1.0,1.0,0.0,0.0,2368,es ESP,GK,es La Liga,32-347,1993.0,28.0,0,0,0,,0.0,0.0,,,0,0,2984,es ESP,GK,es La Liga,32-347,1993.0,28,2520,90,100.0,28.0,28,90.0,28,0,,0,1.25,23,30,-7,-0.25,,2368,es ESP,GK,es La Liga,32-347,1993.0,28.0,2,0,0,0,1,0,0,0,0,0,3.1785714285714284,4.25,False,0,-0.8304831844136824,1.036087986929517,0.06738902422210878,0.6572392275440624,0.28666364379325787,-0.40223943025493936,1.373442188203382
Zion Suzuki,jp JPN,GK,Parma,it Serie A,23.0,2002.0,12,12,1080,12.0,0,0,0,0,0,0,1,0,0.0,150.0,jp JPN,GK,it Serie A,23-208,2002.0,12.0,12.0,1080.0,12.0,18.0,1.5,54.0,38.0,68.5,1.0,5.0,6.0,3.0,25.0,2.0,1.0,1.0,0.0,2419,jp JPN,GK,it Serie A,23-208,2002.0,12.0,0,0,0,,0.0,0.0,,,0,0,3049,jp JPN,GK,it Serie A,23-208,2002.0,12,1080,90,41.4,12.0,12,90.0,12,0,,2,0.67,8,18,-10,-0.83,-0.54,2419,jp JPN,GK,it Serie A,23-208,2002.0,12.0,1,0,0,0,2,0,0,0,0,0,3.1666666666666665,4.5,False,0,0.31080083379623746,-0.10405843390116601,-0.19403391457055147,0.6363255618979646,0.6143503086758035,0.8327702604780645,0.4332579735118485
Mile Svilar,rs SRB,GK,Roma,it Serie A,26.0,1999.0,29,29,2610,29.0,0,0,0,0,0,0,0,0,0.0,151.0,rs SRB,GK,it Serie A,26-202,1999.0,29.0,29.0,2610.0,29.0,23.0,0.79,108.0,86.0,79.6,16.0,3.0,10.0,12.0,41.4,1.0,1.0,0.0,0.0,2422,rs SRB,GK,it Serie A,26-202,1999.0,29.0,0,0,0,,0.0,0.0,,,0,0,3053,rs SRB,GK,it Serie A,26-202,1999.0,29,2610,90,100.0,29.0,29,90.0,29,0,,0,1.76,39,23,16,0.55,,2422,rs SRB,GK,it Serie A,26-202,1999.0,29.0,0,0,0,0,7,0,0,1,1,0,2.9655172413793105,3.7241379310344827,False,2,-1.5736448706899093,1.6784239986651135,0.9968928065960113,0.28295672856734666,-0.4026083064769246,-1.9269062582445506,1.652909548700094
Wojciech Szczęsny,pl POL,GK,Barcelona,es La Liga,35.0,1990.0,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,152.0,pl POL,GK,es La Liga,35-333,1990.0,6.0,6.0,540.0,6.0,11.0,1.83,25.0,16.0,60.0,4.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,2428,pl POL,GK,es La Liga,35-333,1990.0,6.0,0,0,0,,0.0,0.0,,,0,0,3061,pl POL,GK,es La Liga,35-333,1990.0,6,540,90,21.4,6.0,6,90.0,6,0,,19,2.0,13,11,2,0.33,-1.8,2428,pl POL,GK,es La Liga,35-333,1990.0,6.0,0,0,0,0,0,0,0,0,0,0,2.6666666666666665,4.166666666666667,False,1,1.1866699640503624,-1.4690224588393086,-2.0094709895195804,-0.2420483952381442,0.17743475549907636,2.0462472057118086,-1.6677619089722957
Kevin Trapp,de GER,GK,Paris FC,fr Ligue 1,35.0,1990.0,15,15,1350,15.0,0,0,0,0,0,0,2,0,0.0,157.0,de GER,GK,fr Ligue 1,35-252,1990.0,15.0,15.0,1350.0,15.0,21.0,1.4,55.0,38.0,70.9,4.0,7.0,4.0,6.0,40.0,7.0,5.0,1.0,1.0,2512,de GER,GK,fr Ligue 1,35-252,1990.0,15.0,0,0,0,,0.0,0.0,,,0,0,3166,de GER,GK,fr Ligue 1,35-252,1990.0,15,1350,90,57.7,15.0,15,90.0,15,0,,10,1.27,14,21,-7,-0.47,-0.01,2512,de GER,GK,fr Ligue 1,35-252,1990.0,15.0,2,0,0,0,5,0,0,1,0,0,2.533333333333333,3.6666666666666665,False,2,0.0453859458404419,0.2813431731401928,0.8952283303988657,-0.4762814504744398,-0.4779385742660156,-0.9044442570461866,-0.1271249552889916
Jonas Urbig,de GER,GK,Bayern Munich,de Bundesliga,22.0,2003.0,8,6,630,7.0,0,0,0,0,0,0,0,0,0.0,160.0,de GER,GK,de Bundesliga,22-221,2003.0,8.0,6.0,630.0,7.0,7.0,1.0,19.0,13.0,68.4,5.0,0.0,1.0,4.0,66.7,2.0,1.0,0.0,1.0,2543,de GER,GK,de Bundesliga,22-221,2003.0,7.0,0,0,0,,0.0,0.0,,,0,0,3203,de GER,GK,de Bundesliga,22-221,2003.0,8,630,79,26.9,7.0,6,90.0,6,2,45.0,15,2.63,22,7,15,2.14,-0.65,2543,de GER,GK,de Bundesliga,22-221,2003.0,7.0,0,0,0,0,0,0,0,0,0,0,1.8571428571428572,2.7142857142857144,False,2,-1.0162736059827393,-0.12011683419455502,2.8341151264444284,-1.6641776591727961,-1.7262687261995227,-3.3630741078075794,-0.9605457074373343
Álvaro Vallés,es ESP,GK,Real Betis,es La Liga,28.0,1997.0,20,20,1800,20.0,0,0,0,0,0,0,1,0,0.0,162.0,es ESP,GK,es La Liga,28-235,1997.0,20.0,20.0,1800.0,20.0,26.0,1.3,84.0,60.0,70.2,7.0,9.0,4.0,6.0,30.0,3.0,1.0,1.0,1.0,2555,es ESP,GK,es La Liga,28-235,1997.0,20.0,0,0,0,,0.0,0.0,,,0,0,3215,es ESP,GK,es La Liga,28-235,1997.0,20,1800,90,71.4,20.0,20,90.0,20,0,,8,1.5,31,26,5,0.25,-0.13,2555,es ESP,GK,es La Liga,28-235,1997.0,20.0,1,0,0,0,3,0,0,0,0,0,3.0,4.2,False,0,-0.2200289421153531,0.16893437108646295,0.1690535004192543,0.34353424285259526,0.22112631081674897,-0.014811687397441403,0.47813545853101047
Nikola Vasilj,ba BIH,GK,St Pauli,de Bundesliga,30.0,1995.0,26,26,2340,26.0,0,0,0,0,0,0,0,0,0.0,164.0,ba BIH,GK,de Bundesliga,30-105,1995.0,26.0,26.0,2340.0,26.0,42.0,1.62,129.0,91.0,69.0,6.0,6.0,14.0,5.0,19.2,4.0,2.0,2.0,0.0,2567,ba BIH,GK,de Bundesliga,30-105,1995.0,26.0,0,0,0,,0.0,0.0,,,0,0,3230,ba BIH,GK,de Bundesliga,30-105,1995.0,26,2340,90,100.0,26.0,26,90.0,26,0,,0,0.92,23,42,-19,-0.73,,2567,ba BIH,GK,de Bundesliga,30-105,1995.0,26.0,0,0,0,0,1,0,0,1,1,0,3.5,4.961538461538462,False,0,0.6292986993431922,-0.02376643243421645,-0.6152153159587261,1.221908199988704,1.219310305382042,1.7036435137954282,0.908209126601743
Odysseas Vlachodimos,gr GRE,GK,Sevilla,es La Liga,31.0,1994.0,24,24,2160,24.0,0,0,0,0,0,0,1,0,0.0,167.0,gr GRE,GK,es La Liga,31-325,1994.0,24.0,24.0,2160.0,24.0,40.0,1.67,101.0,70.0,68.3,7.0,6.0,11.0,4.0,16.7,10.0,8.0,1.0,1.0,2608,gr GRE,GK,es La Liga,31-325,1994.0,24.0,0,0,0,,0.0,0.0,,,0,0,3282,gr GRE,GK,es La Liga,31-325,1994.0,24,2160,90,85.7,24.0,24,90.0,24,0,,2,1.13,30,40,-10,-0.42,-0.42,2608,gr GRE,GK,es La Liga,31-325,1994.0,24.0,1,0,0,0,0,0,0,1,0,0,2.9166666666666665,4.208333333333333,False,0,0.7620061433210894,-0.1361752344879463,-0.796759023453629,0.1971385833299102,0.23204919964616655,1.0265170637771015,-0.2036248665866757
Robin Zentner,de GER,GK,Mainz 05,de Bundesliga,31.0,1994.0,9,9,786,8.7,0,0,0,0,0,0,2,1,0.0,168.0,de GER,GK,de Bundesliga,31-140,1994.0,9.0,9.0,786.0,8.7,11.0,1.26,36.0,25.0,69.4,1.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2699,de GER,GK,de Bundesliga,31-140,1994.0,8.7,0,0,0,,0.0,0.0,,,0,0,3389,de GER,GK,de Bundesliga,31-140,1994.0,9,786,87,33.6,8.7,9,87.0,8,0,,0,0.67,8,11,-3,-0.34,0.06,2699,de GER,GK,de Bundesliga,31-140,1994.0,8.7,2,1,0,2,1,0,0,0,0,0,2.873563218390805,4.137931034482759,False,0,-0.3261948972976713,0.04046716873934411,-2.0094709895195804,0.12141669047334983,0.13976962160453085,0.9000482229970788,-0.1396663330184487
Michael Zetterer,de GER,GK,Eintracht Frankfurt,de Bundesliga,30.0,1995.0,14,13,1256,14.0,0,0,0,0,0,0,1,0,0.0,169.0,de GER,GK,de Bundesliga,30-248,1995.0,14.0,13.0,1256.0,14.0,17.0,1.22,43.0,28.0,65.1,7.0,4.0,2.0,6.0,46.2,2.0,2.0,0.0,0.0,2702,de GER,GK,de Bundesliga,30-248,1995.0,14.0,0,0,0,,0.0,0.0,,,0,0,3392,de GER,GK,de Bundesliga,30-248,1995.0,14,1256,90,53.7,14.0,13,90.0,13,1,86.0,12,2.0,22,17,5,0.36,0.77,2702,de GER,GK,de Bundesliga,30-248,1995.0,14.0,1,0,0,0,2,0,0,0,0,0,2.0,3.0714285714285716,False,2,-0.43236085247998957,-0.650044043876424,1.345456724986225,-1.4132136714196224,-1.2581449192244571,-1.8434180420170323,-1.386186406558508
Alisson,br BRA,GK,Liverpool,eng Premier League,33.0,1992.0,25,25,2250,25.0,0,0,0,0,0,0,1,0,0.0,2.0,br BRA,GK,eng Premier League,33-166,1992.0,25.0,25.0,2250.0,25.0,30.0,1.2,84.0,56.0,66.7,13.0,7.0,5.0,8.0,32.0,2.0,2.0,0.0,0.0,79,br BRA,GK,eng Premier League,33-166,1992.0,25.0,0,0,0,,0.0,0.0,,,0,0,103,br BRA,GK,eng Premier League,33-166,1992.0,25,2250,90,83.3,25.0,25,90.0,25,0,,0,1.84,43,30,13,0.52,1.32,79,br BRA,GK,eng Premier League,33-166,1992.0,25.0,1,0,0,1,7,0,0,0,0,0,2.24,3.36,True,2,-0.48544383007114866,-0.393109639182184,0.3142884664151766,-0.9915941719942898,-0.8799008831886049,-1.1036030280362334,-1.0034488045023715
Alphonse Areola,fr FRA,GK,West Ham United,eng Premier League,33.0,1993.0,20,20,1800,20.0,0,1,1,0,0,0,0,0,0.05,4.0,fr FRA,GK,eng Premier League,33-018,1993.0,20.0,20.0,1800.0,20.0,37.0,1.85,108.0,76.0,70.4,4.0,5.0,11.0,0.0,0.0,6.0,5.0,0.0,1.0,136,fr FRA,GK,eng Premier League,33-018,1993.0,20.0,0,0,0,,0.0,0.0,,,0,0,172,fr FRA,GK,eng Premier League,33-018,1993.0,20,1800,90,66.7,20.0,20,90.0,20,0,,10,0.85,25,37,-12,-0.6,0.1,136,fr FRA,GK,eng Premier League,33-018,1993.0,20.0,0,0,0,1,1,0,0,1,0,0,3.8,5.4,True,0,1.2397529416415214,0.20105117167324324,-2.0094709895195804,1.748932574270369,1.7940223022529684,3.125805805967888,1.1868810703221777
Altay Bayındır,tr TUR,GK,Manchester Utd,eng Premier League,27.0,1998.0,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,12.0,tr TUR,GK,eng Premier League,27-337,1998.0,6.0,6.0,540.0,6.0,11.0,1.83,24.0,13.0,54.2,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,236,tr TUR,GK,eng Premier League,27-337,1998.0,6.0,0,0,0,,0.0,0.0,,,0,0,299,tr TUR,GK,eng Premier League,27-337,1998.0,6,540,90,20.0,6.0,6,90.0,6,0,,24,1.17,7,11,-4,-0.67,-1.37,236,tr TUR,GK,eng Premier League,27-337,1998.0,6.0,0,0,0,0,3,0,0,0,0,0,2.1666666666666665,4.0,True,1,1.1866699640503624,-2.400409675855923,-2.0094709895195804,-1.120422352374253,-0.04102302108928781,1.8932068594747802,-2.8824793234548416
Walter Benítez,ar ARG,GK,Crystal Palace,eng Premier League,33.0,1993.0,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,13.0,ar ARG,GK,eng Premier League,33-057,1993.0,1.0,1.0,90.0,1.0,0.0,0.0,3.0,3.0,100.0,0.0,1.0,0.0,1.0,100.0,1.0,0.0,0.0,1.0,270,ar ARG,GK,eng Premier League,33-057,1993.0,1.0,0,0,0,,0.0,0.0,,,0,0,340,ar ARG,GK,eng Premier League,33-057,1993.0,1,90,90,3.3,1.0,1,90.0,1,0,,27,1.0,0,0,0,0.0,0.07,270,ar ARG,GK,eng Premier League,33-057,1993.0,1.0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,True,2,-3.670422485540693,4.954337658516657,5.2522773102765345,0.34353424285259526,-1.3517696806194706,-6.537149245934151,4.7165134073201145
Marco Bizot,nl NED,GK,Aston Villa,eng Premier League,35.0,1991.0,5,4,405,4.5,0,0,0,0,0,0,2,0,0.0,16.0,nl NED,GK,eng Premier League,35-007,1991.0,5.0,4.0,405.0,4.5,8.0,1.78,20.0,13.0,65.0,2.0,1.0,1.0,2.0,50.0,1.0,1.0,0.0,0.0,307,nl NED,GK,eng Premier League,35-007,1991.0,4.5,0,0,0,,0.0,0.0,,,0,0,387,nl NED,GK,eng Premier League,35-007,1991.0,5,405,81,15.0,4.5,4,90.0,4,1,45.0,24,1.6,7,8,-1,-0.22,-0.38,307,nl NED,GK,eng Premier League,35-007,1991.0,4.5,2,0,0,1,1,0,0,0,0,0,2.888888888888889,4.444444444444445,True,0,1.0539625200724645,-0.666102444169813,1.6214031603784773,0.14834003015568212,0.5415310498130159,0.3081334310071777,-0.0940715208417581
Karl Darlow,wls WAL,GK,Leeds United,eng Premier League,35.0,1990.0,14,14,1260,14.0,0,0,0,0,0,0,1,0,0.0,29.0,wls WAL,GK,eng Premier League,35-160,1990.0,14.0,14.0,1260.0,14.0,19.0,1.36,51.0,34.0,66.7,3.0,5.0,6.0,2.0,14.3,2.0,2.0,0.0,0.0,603,wls WAL,GK,eng Premier League,35-160,1990.0,14.0,0,0,0,,0.0,0.0,,,0,0,759,wls WAL,GK,eng Premier League,35-160,1990.0,14,1260,90,46.7,14.0,14,90.0,14,0,,15,1.0,14,19,-5,-0.36,0.02,603,wls WAL,GK,eng Premier League,35-160,1990.0,14.0,1,0,0,0,5,0,0,0,0,0,2.4285714285714284,3.642857142857143,True,0,-0.060780009341875746,-0.393109639182184,-0.9710409826487357,-0.6603217081601008,-0.5091468280643532,0.056373956499051366,-0.9995182333321719
Gianluigi Donnarumma,it ITA,GK,Manchester City,eng Premier League,27.0,1999.0,27,27,2430,27.0,0,0,0,0,0,0,6,0,0.0,39.0,it ITA,GK,eng Premier League,27-020,1999.0,27.0,27.0,2430.0,27.0,24.0,0.89,86.0,61.0,72.1,17.0,7.0,3.0,11.0,40.7,1.0,0.0,1.0,0.0,710,it ITA,GK,eng Premier League,27-020,1999.0,27.0,0,0,0,,0.0,0.0,,,0,0,887,it ITA,GK,eng Premier League,27-020,1999.0,27,2430,90,90.0,27.0,27,90.0,27,0,,0,2.15,55,24,31,1.15,0.81,710,it ITA,GK,eng Premier League,27-020,1999.0,27.0,6,0,0,0,3,0,0,1,0,0,2.259259259259259,3.185185185185185,True,2,-1.3082299827341142,0.47404397666086995,0.9460605684974388,-0.9577605084601588,-1.1090388177435109,-2.211520759157213,-0.20220346946055548
Martin Dúbravka,sk SVK,GK,Burnley,eng Premier League,37.0,1989.0,30,30,2700,30.0,0,0,0,0,0,0,1,0,0.0,40.0,sk SVK,GK,eng Premier League,37-061,1989.0,30.0,30.0,2700.0,30.0,58.0,1.93,161.0,108.0,67.1,4.0,8.0,18.0,4.0,13.3,6.0,5.0,0.0,1.0,729,sk SVK,GK,eng Premier League,37-061,1989.0,30.0,0,0,0,,0.0,0.0,,,0,0,913,sk SVK,GK,eng Premier League,37-061,1989.0,30,2700,90,100.0,30.0,30,90.0,30,0,,0,0.67,32,58,-26,-0.87,,729,sk SVK,GK,eng Premier League,37-061,1989.0,30.0,1,0,0,0,5,0,0,0,1,0,3.6,5.366666666666666,True,0,1.4520848520061573,-0.3288760380086257,-1.043658465646697,1.397582991415926,1.7503307469352947,2.77955893564627,0.7414305135874816
Melker Ellborg,se SWE,GK,Sunderland,eng Premier League,22.0,2003.0,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,42.0,se SWE,GK,eng Premier League,22-299,2003.0,2.0,2.0,180.0,2.0,1.0,0.5,8.0,7.0,87.5,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,771,se SWE,GK,eng Premier League,22-299,2003.0,2.0,0,0,0,,0.0,0.0,,,0,0,962,se SWE,GK,eng Premier League,22-299,2003.0,2,180,90,6.7,2.0,2,90.0,2,0,,4,1.5,1,1,0,0.0,0.18,771,se SWE,GK,eng Premier League,22-299,2003.0,2.0,0,0,0,0,0,0,0,0,0,0,3.5,4.0,True,2,-2.343348045761716,2.9470376218429175,1.6214031603784773,1.221908199988704,-0.04102302108928781,-2.495430726692195,3.4620062615103735
Angus Gunn,sct SCO,GK,Nottingham Forest,eng Premier League,30.0,1996.0,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,54.0,sct SCO,GK,eng Premier League,30-054,1996.0,1.0,0.0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1040,sct SCO,GK,eng Premier League,30-054,1996.0,0.5,0,0,0,,0.0,0.0,,,0,0,1303,sct SCO,GK,eng Premier League,30-054,1996.0,1,45,45,1.7,0.5,0,,0,1,45.0,13,1.0,0,0,0,0.0,0.51,1040,sct SCO,GK,eng Premier League,30-054,1996.0,0.5,0,0,0,0,0,0,0,0,0,0,0.0,0.0,True,1,-3.670422485540693,-11.104062634873257,-2.0094709895195804,-4.9267094999640575,-5.284009659210018,-2.254591154318701,-11.57184424835417
