Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,G+A-PK,Rk_stats_shooting,Nation_stats_shooting,Pos_stats_shooting,Comp_stats_shooting,Age_stats_shooting,Born_stats_shooting,90s_stats_shooting,Gls_stats_shooting,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK_stats_shooting,PKatt_stats_shooting,Rk_stats_playing_time,Nation_stats_playing_time,Pos_stats_playing_time,Comp_stats_playing_time,Age_stats_playing_time,Born_stats_playing_time,MP_stats_playing_time,Min_stats_playing_time,Mn/MP,Min%,90s_stats_playing_time,Starts_stats_playing_time,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Rk_stats_misc,Nation_stats_misc,Pos_stats_misc,Comp_stats_misc,Age_stats_misc,Born_stats_misc,90s_stats_misc,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld,Off,Crs,Int,TklW,OG
Veljko Milosavljević,rs SRB,DF,Bournemouth,eng Premier League,18.0,2007.0,7,4,368,4.1,0,0,0,0,0,0,0,0,0.0,1680,rs SRB,DF,eng Premier League,18-262,2007.0,4.1,0,1,0,0.0,0.24,0.0,0.0,,0,0,2108,rs SRB,DF,eng Premier League,18-262,2007.0,7,368,53,13.6,4.1,4,90.0,4,3,3.0,14,1.86,5,6,-1,-0.24,-0.21,1680,rs SRB,DF,eng Premier League,18-262,2007.0,4.1,0,0,0,0,0,0,0,4,4,0
Tyrone Mings,eng ENG,DF,Aston Villa,eng Premier League,33.0,1993.0,13,11,964,10.7,0,0,0,0,0,0,0,0,0.0,1685,eng ENG,DF,eng Premier League,33-004,1993.0,10.7,0,7,0,0.0,0.65,0.0,0.0,,0,0,2113,eng ENG,DF,eng Premier League,33-004,1993.0,13,964,74,35.7,10.7,11,85.0,10,2,17.0,4,1.08,7,15,-8,-0.75,-1.32,1685,eng ENG,DF,eng Premier League,33-004,1993.0,10.7,0,0,0,5,5,0,3,8,2,0
Yankuba Minteh,gm GAM,MF,Brighton,eng Premier League,21.0,2004.0,26,19,1757,19.5,2,4,6,2,0,0,1,0,0.31,1687,gm GAM,MF,eng Premier League,21-238,2004.0,19.5,2,34,9,26.5,1.74,0.46,0.06,0.22,0,0,2115,gm GAM,MF,eng Premier League,21-238,2004.0,26,1757,68,65.1,19.5,19,83.0,8,7,27.0,2,1.15,28,26,2,0.1,0.01,1687,gm GAM,MF,eng Premier League,21-238,2004.0,19.5,1,0,0,20,18,10,96,10,27,0
Tyrick Mitchell,eng ENG,MF,Crystal Palace,eng Premier League,26.0,1999.0,30,30,2667,29.6,1,1,2,1,0,0,5,0,0.07,1692,eng ENG,MF,eng Premier League,26-197,1999.0,29.6,1,13,5,38.5,0.44,0.17,0.08,0.2,0,0,2123,eng ENG,MF,eng Premier League,26-197,1999.0,30,2667,89,98.8,29.6,30,89.0,27,0,,0,1.3,32,35,-3,-0.1,-2.83,1692,eng ENG,MF,eng Premier League,26-197,1999.0,29.6,5,0,0,19,21,5,85,28,52,0
Morato,br BRA,DF,Nottingham Forest,eng Premier League,24.0,2001.0,15,10,941,10.5,0,0,0,0,0,0,4,0,0.0,1713,br BRA,DF,eng Premier League,24-260,2001.0,10.5,0,4,1,25.0,0.38,0.1,0.0,0.0,0,0,2154,br BRA,DF,eng Premier League,24-260,2001.0,15,941,63,34.9,10.5,10,89.0,9,5,11.0,14,1.07,4,17,-13,-1.24,-1.14,1713,br BRA,DF,eng Premier League,24-260,2001.0,10.5,4,0,0,11,7,1,1,8,16,0
Cristhian Mosquera,es ESP,DF,Arsenal,eng Premier League,21.0,2004.0,14,6,673,7.5,0,0,0,0,0,0,2,0,0.0,1733,es ESP,DF,eng Premier League,21-263,2004.0,7.5,0,0,0,,0.0,0.0,,,0,0,2177,es ESP,DF,eng Premier League,21-263,2004.0,14,673,48,24.1,7.5,6,70.0,3,8,32.0,10,2.21,12,5,7,0.94,-0.42,1733,es ESP,DF,eng Premier League,21-263,2004.0,7.5,2,0,0,8,3,1,0,8,16,0
Yerson Mosquera,co COL,DF,Wolves,eng Premier League,24.0,2001.0,22,19,1706,19.0,0,0,0,0,0,0,10,0,0.0,1735,co COL,DF,eng Premier League,24-319,2001.0,19.0,0,21,6,28.6,1.11,0.32,0.0,0.0,0,0,2179,co COL,DF,eng Premier League,24-319,2001.0,22,1706,78,61.1,19.0,19,86.0,13,3,26.0,6,0.73,18,31,-13,-0.69,0.73,1735,co COL,DF,eng Premier League,24-319,2001.0,19.0,10,0,0,25,35,1,17,16,31,2
Mason Mount,eng ENG,MF,Manchester Utd,eng Premier League,27.0,1999.0,17,10,816,9.1,3,0,3,3,0,0,0,0,0.33,1737,eng ENG,MF,eng Premier League,27-066,1999.0,9.1,3,18,5,27.8,1.99,0.55,0.17,0.6,0,0,2182,eng ENG,MF,eng Premier League,27-066,1999.0,17,816,48,30.2,9.1,10,68.0,2,7,20.0,4,1.71,16,14,2,0.22,-0.3,1737,eng ENG,MF,eng Premier League,27-066,1999.0,9.1,0,0,0,13,9,0,18,3,8,0
Divine Mukasa,eng ENG,MF,Manchester City,eng Premier League,18.0,2007.0,2,0,27,0.3,0,0,0,0,0,0,0,0,0.0,1744,eng ENG,MF,eng Premier League,18-207,2007.0,0.3,0,0,0,,0.0,0.0,,,0,0,2189,eng ENG,MF,eng Premier League,18-207,2007.0,2,27,14,1.0,0.3,0,,0,2,14.0,9,1.5,0,0,0,0.0,-1.08,1744,eng ENG,MF,eng Premier League,18-207,2007.0,0.3,0,0,0,1,0,0,0,0,0,0
Nordi Mukiele,fr FRA,DF,Sunderland,eng Premier League,28.0,1997.0,25,25,2163,24.0,1,3,4,1,0,0,4,0,0.17,1747,fr FRA,DF,eng Premier League,28-136,1997.0,24.0,1,16,2,12.5,0.67,0.08,0.06,0.5,0,0,2192,fr FRA,DF,eng Premier League,28-136,1997.0,25,2163,87,80.1,24.0,25,87.0,23,0,,0,1.32,24,28,-4,-0.17,0.0,1747,fr FRA,DF,eng Premier League,28-136,1997.0,24.0,4,0,0,23,20,2,58,29,36,1
Romaine Mundle,eng ENG,MF,Sunderland,eng Premier League,22.0,2003.0,14,2,411,4.6,0,0,0,0,0,0,1,0,0.0,1748,eng ENG,MF,eng Premier League,22-327,2003.0,4.6,0,7,2,28.6,1.53,0.44,0.0,0.0,0,0,2198,eng ENG,MF,eng Premier League,22-327,2003.0,14,411,29,15.2,4.6,2,66.0,0,12,23.0,1,1.14,5,11,-6,-1.31,-1.35,1748,eng ENG,MF,eng Premier League,22-327,2003.0,4.6,1,0,0,7,8,0,11,1,4,0
Rodrigo Muniz,br BRA,FW,Fulham,eng Premier League,24.0,2001.0,13,4,504,5.6,1,1,2,1,0,0,1,0,0.36,1751,br BRA,FW,eng Premier League,24-317,2001.0,5.6,1,17,4,23.5,3.04,0.71,0.06,0.25,0,0,2201,br BRA,FW,eng Premier League,24-317,2001.0,13,504,39,18.7,5.6,4,73.0,0,9,24.0,0,1.38,6,7,-1,-0.18,-0.1,1751,br BRA,FW,eng Premier League,24-317,2001.0,5.6,1,0,0,11,9,3,1,0,1,1
Daniel Muñoz,co COL,MF,Crystal Palace,eng Premier League,29.0,1996.0,21,21,1778,19.8,3,2,5,3,0,0,5,0,0.25,1754,co COL,MF,eng Premier League,29-295,1996.0,19.8,3,18,7,38.9,0.91,0.35,0.17,0.43,0,0,2204,co COL,MF,eng Premier League,29-295,1996.0,21,1778,85,65.9,19.8,21,85.0,17,0,,0,1.57,24,20,4,0.2,0.79,1754,co COL,MF,eng Premier League,29-295,1996.0,19.8,5,0,0,24,13,6,48,20,31,0
Murillo,br BRA,DF,Nottingham Forest,eng Premier League,23.0,2002.0,22,22,1909,21.2,1,0,1,1,0,0,4,0,0.05,1759,br BRA,DF,eng Premier League,23-256,2002.0,21.2,1,10,4,40.0,0.47,0.19,0.1,0.25,0,0,2210,br BRA,DF,eng Premier League,23-256,2002.0,22,1909,87,70.7,21.2,22,87.0,20,0,,1,1.09,25,28,-3,-0.14,1.22,1759,br BRA,DF,eng Premier League,23-256,2002.0,21.2,4,0,0,19,7,0,2,25,21,1
Alex Murphy,ie IRL,DF,Newcastle United,eng Premier League,21.0,2004.0,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,1761,ie IRL,DF,eng Premier League,21-265,2004.0,0.0,0,0,0,,0.0,0.0,,,0,0,2212,ie IRL,DF,eng Premier League,21-265,2004.0,1,2,2,0.1,0.0,0,,0,1,2.0,18,0.0,0,1,-1,-45.0,-45.03,1761,ie IRL,DF,eng Premier League,21-265,2004.0,0.0,0,0,0,0,0,0,0,0,0,0
Vitaliy Mykolenko,ua UKR,DF,Everton,eng Premier League,26.0,1999.0,25,25,2238,24.9,0,1,1,0,0,0,5,0,0.04,1775,ua UKR,DF,eng Premier League,26-292,1999.0,24.9,0,9,2,22.2,0.36,0.08,0.0,0.0,0,0,2226,ua UKR,DF,eng Premier League,26-292,1999.0,25,2238,90,82.9,24.9,25,90.0,22,0,,1,1.52,31,32,-1,-0.04,-0.04,1775,ua UKR,DF,eng Premier League,26-292,1999.0,24.9,5,0,0,24,22,0,69,24,15,1
Iliman Ndiaye,sn SEN,MF,Everton,eng Premier League,26.0,2000.0,24,24,2060,22.9,5,3,8,3,2,2,2,0,0.26,1793,sn SEN,MF,eng Premier League,26-011,2000.0,22.9,5,29,14,48.3,1.27,0.61,0.1,0.21,2,2,2251,sn SEN,MF,eng Premier League,26-011,2000.0,24,2060,86,76.3,22.9,24,86.0,14,0,,0,1.46,27,29,-2,-0.09,-0.23,1793,sn SEN,MF,eng Premier League,26-011,2000.0,22.9,2,0,0,25,30,9,41,13,32,0
Dan Ndoye,ch SUI,MF,Nottingham Forest,eng Premier League,25.0,2000.0,22,14,1160,12.9,1,1,2,1,0,0,1,0,0.16,1798,ch SUI,MF,eng Premier League,25-143,2000.0,12.9,1,15,4,26.7,1.16,0.31,0.07,0.25,0,0,2256,ch SUI,MF,eng Premier League,25-143,2000.0,22,1160,53,43.0,12.9,14,71.0,3,8,21.0,3,1.0,14,17,-3,-0.23,0.47,1798,ch SUI,MF,eng Premier League,25-143,2000.0,12.9,1,0,0,15,19,9,41,10,11,0
Dan Neil,eng ENG,MF,Sunderland,eng Premier League,24.0,2001.0,3,0,14,0.2,0,0,0,0,0,0,0,0,0.0,1803,eng ENG,MF,eng Premier League,24-094,2001.0,0.2,0,0,0,,0.0,0.0,,,0,0,2263,eng ENG,MF,eng Premier League,24-094,2001.0,3,14,5,0.5,0.2,0,,0,3,5.0,19,1.33,0,0,0,0.0,0.17,1803,eng ENG,MF,eng Premier League,24-094,2001.0,0.2,0,0,0,0,1,0,0,1,0,0
Pedro Neto,pt POR,MF,Chelsea,eng Premier League,26.0,2000.0,28,24,2140,23.8,5,4,9,5,0,0,4,1,0.38,1808,pt POR,MF,eng Premier League,26-008,2000.0,23.8,5,39,11,28.2,1.64,0.46,0.13,0.45,0,0,2270,pt POR,MF,eng Premier League,26-008,2000.0,28,2140,76,79.3,23.8,24,82.0,13,4,46.0,0,1.61,42,21,21,0.88,1.37,1808,pt POR,MF,eng Premier League,26-008,2000.0,23.8,4,1,1,11,20,5,154,6,9,0
Rio Ngumoha,eng ENG,MF,Liverpool,eng Premier League,17.0,2008.0,12,1,201,2.2,1,0,1,1,0,0,0,0,0.45,1824,eng ENG,MF,eng Premier League,17-200,2008.0,2.2,1,6,4,66.7,2.69,1.79,0.17,0.25,0,0,2286,eng ENG,MF,eng Premier League,17-200,2008.0,12,201,17,7.4,2.2,1,63.0,0,11,13.0,17,1.25,9,4,5,2.24,2.09,1824,eng ENG,MF,eng Premier League,17-200,2008.0,2.2,0,0,0,1,3,0,12,1,1,0
Eddie Nketiah,eng ENG,MF,Crystal Palace,eng Premier League,26.0,1999.0,12,2,424,4.7,2,0,2,2,0,0,2,0,0.42,1840,eng ENG,MF,eng Premier League,26-291,1999.0,4.7,2,15,6,40.0,3.18,1.27,0.13,0.33,0,0,2303,eng ENG,MF,eng Premier League,26-291,1999.0,12,424,35,15.7,4.7,2,70.0,0,10,28.0,0,1.33,6,12,-6,-1.27,-1.43,1840,eng ENG,MF,eng Premier League,26-291,1999.0,4.7,2,0,0,7,7,3,0,2,6,0
Lukas Nmecha,de GER,FW,Leeds United,eng Premier League,27.0,1998.0,24,8,812,9.0,6,1,7,4,2,3,0,0,0.55,1844,de GER,FW,eng Premier League,27-093,1998.0,9.0,6,21,13,61.9,2.33,1.44,0.19,0.31,2,3,2308,de GER,FW,eng Premier League,27-093,1998.0,24,812,34,30.1,9.0,8,69.0,0,16,16.0,2,0.96,10,18,-8,-0.89,-0.74,1844,de GER,FW,eng Premier League,27-093,1998.0,9.0,0,0,0,16,13,2,5,3,4,0
Matheus Nunes,pt POR,DF,Manchester City,eng Premier League,27.0,1998.0,27,25,2265,25.2,1,4,5,1,0,0,4,0,0.2,1854,pt POR,DF,eng Premier League,27-202,1998.0,25.2,1,7,2,28.6,0.28,0.08,0.14,0.5,0,0,2320,pt POR,DF,eng Premier League,27-202,1998.0,27,2265,84,83.9,25.2,25,88.0,22,2,35.0,2,2.15,53,23,30,1.19,0.78,1854,pt POR,DF,eng Premier League,27-202,1998.0,25.2,4,0,0,13,25,4,52,24,35,0
Ethan Nwaneri,eng ENG,MF,Arsenal,eng Premier League,18.0,2007.0,6,0,171,1.9,0,0,0,0,0,0,0,0,0.0,1861,eng ENG,MF,eng Premier League,18-361,2007.0,1.9,0,6,0,0.0,3.16,0.0,0.0,,0,0,2329,eng ENG,MF,eng Premier League,18-361,2007.0,6,171,29,6.1,1.9,0,,0,6,29.0,11,2.67,8,0,8,4.21,3.15,1861,eng ENG,MF,eng Premier League,18-361,2007.0,1.9,0,0,0,2,0,0,2,0,0,0
Trey Nyoni,eng ENG,MF,Liverpool,eng Premier League,18.0,2007.0,4,0,15,0.2,0,0,0,0,0,0,0,0,0.0,1865,eng ENG,MF,eng Premier League,18-260,2007.0,0.2,0,1,0,0.0,6.0,0.0,0.0,,0,0,2334,eng ENG,MF,eng Premier League,18-260,2007.0,4,15,4,0.6,0.2,0,,0,4,4.0,17,2.5,0,1,-1,-6.0,-6.34,1865,eng ENG,MF,eng Premier League,18-260,2007.0,0.2,0,0,0,0,0,1,0,0,0,0
Christian Nørgaard,dk DEN,MF,Arsenal,eng Premier League,32.0,1994.0,6,0,61,0.7,0,0,0,0,0,0,0,0,0.0,1869,dk DEN,MF,eng Premier League,32-007,1994.0,0.7,0,1,1,100.0,1.48,1.48,0.0,0.0,0,0,2339,dk DEN,MF,eng Premier League,32-007,1994.0,6,61,10,2.2,0.7,0,,0,6,10.0,18,3.0,2,1,1,1.48,0.22,1869,dk DEN,MF,eng Premier League,32-007,1994.0,0.7,0,0,0,1,0,0,0,0,0,0
Jake O'Brien,ie IRL,DF,Everton,eng Premier League,24.0,2001.0,29,27,2458,27.3,0,1,1,0,0,0,2,1,0.04,1870,ie IRL,DF,eng Premier League,24-306,2001.0,27.3,0,9,3,33.3,0.33,0.11,0.0,0.0,0,0,2340,ie IRL,DF,eng Premier League,24-306,2001.0,29,2458,85,91.0,27.3,27,88.0,24,2,42.0,0,1.48,32,33,-1,-0.04,-0.04,1870,ie IRL,DF,eng Premier League,24-306,2001.0,27.3,2,1,0,15,10,3,41,10,28,0
Luke O'Nien,eng ENG,DF,Sunderland,eng Premier League,31.0,1994.0,7,1,141,1.6,0,0,0,0,0,0,1,1,0.0,1871,eng ENG,DF,eng Premier League,31-116,1994.0,1.6,0,0,0,,0.0,0.0,,,0,0,2341,eng ENG,DF,eng Premier League,31-116,1994.0,7,141,20,5.2,1.6,1,90.0,1,6,9.0,14,1.0,1,0,1,0.64,0.85,1871,eng ENG,DF,eng Premier League,31-116,1994.0,1.6,1,1,0,4,3,0,2,2,2,0
Matt O'Riley,dk DEN,MF,Brighton,eng Premier League,25.0,2000.0,4,2,187,2.1,1,0,1,0,1,1,0,0,0.0,1873,dk DEN,MF,eng Premier League,25-116,2000.0,2.1,1,4,2,50.0,1.93,0.96,0.0,0.0,1,1,2343,dk DEN,MF,eng Premier League,25-116,2000.0,4,187,47,6.9,2.1,2,89.0,1,2,5.0,3,1.0,1,2,-1,-0.48,-0.62,1873,dk DEN,MF,eng Premier League,25-116,2000.0,2.1,0,0,0,2,1,1,6,0,2,0
Callum Olusesi,eng ENG,MF,Tottenham Hotspur,eng Premier League,19.0,2007.0,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,1896,eng ENG,MF,eng Premier League,19-059,2007.0,0.2,0,0,0,,0.0,0.0,,,0,0,2377,eng ENG,MF,eng Premier League,19-059,2007.0,1,15,15,0.6,0.2,0,,0,1,15.0,7,1.0,1,0,1,6.0,6.27,1896,eng ENG,MF,eng Premier League,19-059,2007.0,0.2,0,0,0,0,0,0,0,0,0,0
Amadou Onana,be BEL,MF,Aston Villa,eng Premier League,24.0,2001.0,21,18,1470,16.3,2,0,2,2,0,0,2,0,0.12,1900,be BEL,MF,eng Premier League,24-213,2001.0,16.3,2,13,6,46.2,0.8,0.37,0.15,0.33,0,0,2385,be BEL,MF,eng Premier League,24-213,2001.0,21,1470,70,54.4,16.3,18,79.0,8,3,16.0,1,1.86,21,22,-1,-0.06,-0.35,1900,be BEL,MF,eng Premier League,24-213,2001.0,16.3,2,0,0,17,23,0,0,16,22,0
Frank Onyeka,ng NGA,MF,Brentford,eng Premier League,28.0,1998.0,6,0,92,1.0,0,1,1,0,0,0,0,0,0.98,1903,ng NGA,MF,eng Premier League,28-075,1998.0,1.0,0,0,0,,0.0,0.0,,,0,0,2390,ng NGA,MF,eng Premier League,28-075,1998.0,6,92,15,3.4,1.0,0,,0,6,15.0,10,1.5,3,2,1,0.98,0.87,1903,ng NGA,MF,eng Premier League,28-075,1998.0,1.0,0,0,0,3,3,0,0,0,0,0
Nehemiah Oriola,eng ENG,MF,Brighton,eng Premier League,18.0,2007.0,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,1911,eng ENG,MF,eng Premier League,18-279,2007.0,0.0,0,0,0,,0.0,0.0,,,0,0,2399,eng ENG,MF,eng Premier League,18-279,2007.0,1,1,1,0.0,0.0,0,,0,1,1.0,6,3.0,0,0,0,0.0,-0.1,1911,eng ENG,MF,eng Premier League,18-279,2007.0,0.0,0,0,0,0,0,0,0,0,0,0
William Osula,dk DEN,FW,Newcastle United,eng Premier League,22.0,2003.0,16,1,280,3.1,2,0,2,2,0,0,0,0,0.64,1921,dk DEN,FW,eng Premier League,22-225,2003.0,3.1,2,8,4,50.0,2.57,1.29,0.25,0.5,0,0,2411,dk DEN,FW,eng Premier League,22-225,2003.0,16,280,18,10.4,3.1,1,90.0,1,15,13.0,2,1.13,4,6,-2,-0.64,-0.72,1921,dk DEN,FW,eng Premier League,22-225,2003.0,3.1,0,0,0,13,1,0,1,0,1,0
Dango Ouattara,bf BFA,MF,Brentford,eng Premier League,24.0,2002.0,24,19,1700,18.9,5,3,8,5,0,0,4,0,0.42,1925,bf BFA,MF,eng Premier League,24-034,2002.0,18.9,5,36,12,33.3,1.91,0.64,0.14,0.42,0,0,2417,bf BFA,MF,eng Premier League,24-034,2002.0,24,1700,71,63.0,18.9,19,82.0,7,5,27.0,0,1.33,26,26,0,0.0,-0.36,1925,bf BFA,MF,eng Premier League,24-034,2002.0,18.9,4,0,0,21,30,7,73,20,11,0
Pablo,br BRA,MF,West Ham United,eng Premier League,22.0,2004.0,6,4,315,3.5,0,0,0,0,0,0,0,0,0.0,1937,br BRA,MF,eng Premier League,22-074,2004.0,3.5,0,4,0,0.0,1.14,0.0,0.0,,0,0,2430,br BRA,MF,eng Premier League,22-074,2004.0,6,315,53,11.7,3.5,4,69.0,0,2,20.0,1,1.67,7,5,2,0.57,1.36,1937,br BRA,MF,eng Premier League,22-074,2004.0,3.5,0,0,0,11,4,0,0,3,5,0
Nathan Patterson,sct SCO,DF,Everton,eng Premier League,24.0,2001.0,6,3,240,2.7,0,0,0,0,0,0,0,0,0.0,1965,sct SCO,DF,eng Premier League,24-152,2001.0,2.7,0,1,1,100.0,0.37,0.37,0.0,0.0,0,0,2464,sct SCO,DF,eng Premier League,24-152,2001.0,6,240,40,8.9,2.7,3,77.0,1,3,3.0,15,1.67,3,1,2,0.75,0.86,1965,sct SCO,DF,eng Premier League,24-152,2001.0,2.7,0,0,0,2,2,1,6,2,4,0
Myles Peart-Harris,eng ENG,MF,Brentford,eng Premier League,23.0,2002.0,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,1973,eng ENG,MF,eng Premier League,23-180,2002.0,0.0,0,0,0,,0.0,0.0,,,0,0,2475,eng ENG,MF,eng Premier League,23-180,2002.0,1,1,1,0.0,0.0,0,,0,1,1.0,4,3.0,0,0,0,0.0,-0.13,1973,eng ENG,MF,eng Premier League,23-180,2002.0,0.0,0,0,0,1,0,0,0,0,0,0
Ethan Pinnock,jm JAM,DF,Brentford,eng Premier League,32.0,1993.0,3,3,228,2.5,0,0,0,0,0,0,1,0,0.0,2026,jm JAM,DF,eng Premier League,32-292,1993.0,2.5,0,0,0,,0.0,0.0,,,0,0,2544,jm JAM,DF,eng Premier League,32-292,1993.0,3,228,76,8.4,2.5,3,76.0,0,0,,25,0.33,2,5,-3,-1.18,-1.44,2026,jm JAM,DF,eng Premier League,32-292,1993.0,2.5,1,0,0,0,2,0,0,4,4,1
Yeremi Pino,es ESP,MF,Crystal Palace,eng Premier League,23.0,2002.0,27,21,1721,19.1,2,1,3,2,0,0,4,0,0.16,2028,es ESP,MF,eng Premier League,23-148,2002.0,19.1,2,38,10,26.3,1.99,0.52,0.05,0.2,0,0,2546,es ESP,MF,eng Premier League,23-148,2002.0,27,1721,64,63.7,19.1,21,77.0,4,6,18.0,1,1.26,17,20,-3,-0.16,-0.25,2028,es ESP,MF,eng Premier League,23-148,2002.0,19.1,4,0,0,25,21,8,65,6,17,0
Joël Piroe,nl NED,FW,Leeds United,eng Premier League,26.0,1999.0,13,2,226,2.5,0,0,0,0,0,0,0,0,0.0,2030,nl NED,FW,eng Premier League,26-227,1999.0,2.5,0,11,2,18.2,4.38,0.8,0.0,0.0,0,0,2550,nl NED,FW,eng Premier League,26-227,1999.0,13,226,17,8.4,2.5,2,67.0,0,11,8.0,16,0.85,2,7,-5,-1.99,-1.77,2030,nl NED,FW,eng Premier League,26-227,1999.0,2.5,0,0,0,3,0,1,4,1,1,0
Pedro Porro,es ESP,DF,Tottenham Hotspur,eng Premier League,26.0,1999.0,26,24,2076,23.1,0,2,2,0,0,0,6,0,0.09,2040,es ESP,DF,eng Premier League,26-185,1999.0,23.1,0,20,2,10.0,0.87,0.09,0.0,0.0,0,0,2565,es ESP,DF,eng Premier League,26-185,1999.0,26,2076,80,76.9,23.1,24,85.0,18,2,21.0,0,1.12,32,30,2,0.09,1.38,2040,es ESP,DF,eng Premier League,26-185,1999.0,23.1,6,0,0,25,20,1,168,18,33,0
Freddie Potts,eng ENG,MF,West Ham United,eng Premier League,22.0,2003.0,19,11,1101,12.2,0,1,1,0,0,0,1,0,0.08,2044,eng ENG,MF,eng Premier League,22-186,2003.0,12.2,0,3,1,33.3,0.25,0.08,0.0,0.0,0,0,2570,eng ENG,MF,eng Premier League,22-186,2003.0,19,1101,58,40.8,12.2,11,80.0,4,8,28.0,7,0.95,15,23,-8,-0.65,-0.03,2044,eng ENG,MF,eng Premier League,22-186,2003.0,12.2,1,0,0,13,14,0,34,14,18,0
Jacob Ramsey,eng ENG,MF,Newcastle United,eng Premier League,24.0,2001.0,20,10,991,11.0,2,1,3,2,0,0,5,1,0.27,2078,eng ENG,MF,eng Premier League,24-293,2001.0,11.0,2,12,4,33.3,1.09,0.36,0.17,0.5,0,0,2620,eng ENG,MF,eng Premier League,24-293,2001.0,20,991,50,36.7,11.0,10,72.0,3,10,27.0,5,1.3,18,20,-2,-0.18,-0.29,2078,eng ENG,MF,eng Premier League,24-293,2001.0,11.0,5,1,1,14,11,2,7,7,10,0
Harrison Reed,eng ENG,MF,Fulham,eng Premier League,31.0,1995.0,5,0,27,0.3,1,0,1,1,0,0,0,0,3.33,2095,eng ENG,MF,eng Premier League,31-049,1995.0,0.3,1,1,1,100.0,3.33,3.33,1.0,1.0,0,0,2639,eng ENG,MF,eng Premier League,31-049,1995.0,5,27,5,1.0,0.3,0,,0,5,5.0,18,1.6,1,1,0,0.0,0.1,2095,eng ENG,MF,eng Premier League,31-049,1995.0,0.3,0,0,0,0,1,0,3,0,0,0
Tijjani Reijnders,nl NED,MF,Manchester City,eng Premier League,27.0,1998.0,26,17,1496,16.6,5,2,7,5,0,0,2,0,0.42,2098,nl NED,MF,eng Premier League,27-231,1998.0,16.6,5,41,15,36.6,2.47,0.9,0.12,0.33,0,0,2643,nl NED,MF,eng Premier League,27-231,1998.0,26,1496,58,55.4,16.6,17,79.0,6,9,18.0,4,1.96,30,15,15,0.9,-0.37,2098,nl NED,MF,eng Premier League,27-231,1998.0,16.6,2,0,0,18,15,4,37,11,4,0
Chadi Riad,ma MAR,DF,Crystal Palace,eng Premier League,22.0,2003.0,6,3,314,3.5,0,1,1,0,0,0,2,0,0.29,2109,ma MAR,DF,eng Premier League,22-273,2003.0,3.5,0,2,1,50.0,0.57,0.29,0.0,0.0,0,0,2654,ma MAR,DF,eng Premier League,22-273,2003.0,6,314,52,11.6,3.5,3,74.0,1,3,31.0,3,1.17,5,3,2,0.57,0.72,2109,ma MAR,DF,eng Premier League,22-273,2003.0,3.5,2,0,0,4,2,0,6,1,3,0
Declan Rice,eng ENG,MF,Arsenal,eng Premier League,27.0,1999.0,30,29,2581,28.7,4,5,9,4,0,0,2,0,0.31,2113,eng ENG,MF,eng Premier League,27-062,1999.0,28.7,4,36,12,33.3,1.26,0.42,0.11,0.33,0,0,2658,eng ENG,MF,eng Premier League,27-062,1999.0,30,2581,86,92.5,28.7,29,88.0,24,1,23.0,0,2.23,54,21,33,1.15,-1.43,2113,eng ENG,MF,eng Premier League,27-062,1999.0,28.7,2,0,0,20,8,1,145,27,29,0
Chris Richards,us USA,DF,Crystal Palace,eng Premier League,25.0,2000.0,26,26,2332,25.9,1,0,1,1,0,0,3,0,0.04,2114,us USA,DF,eng Premier League,25-354,2000.0,25.9,1,10,1,10.0,0.39,0.04,0.1,1.0,0,0,2659,us USA,DF,eng Premier League,25-354,2000.0,26,2332,90,86.4,25.9,26,90.0,25,0,,1,1.42,32,31,1,0.04,0.77,2114,us USA,DF,eng Premier League,25-354,2000.0,25.9,3,0,0,13,3,0,11,40,31,0
Richarlison,br BRA,FW,Tottenham Hotspur,eng Premier League,28.0,1997.0,25,14,1445,16.1,9,3,12,9,0,0,5,0,0.75,2116,br BRA,FW,eng Premier League,28-311,1997.0,16.1,9,44,20,45.5,2.74,1.25,0.2,0.45,0,0,2661,br BRA,FW,eng Premier League,28-311,1997.0,25,1445,58,53.5,16.1,14,85.0,10,11,23.0,0,1.12,23,21,2,0.12,0.77,2116,br BRA,FW,eng Premier League,28-311,1997.0,16.1,5,0,0,17,26,7,14,6,14,0
Chris Rigg,eng ENG,MF,Sunderland,eng Premier League,18.0,2007.0,12,7,468,5.2,0,0,0,0,0,0,0,0,0.0,2122,eng ENG,MF,eng Premier League,18-272,2007.0,5.2,0,5,0,0.0,0.96,0.0,0.0,,0,0,2668,eng ENG,MF,eng Premier League,18-272,2007.0,12,468,39,17.3,5.2,7,63.0,1,5,6.0,16,1.67,4,3,1,0.19,0.43,2122,eng ENG,MF,eng Premier League,18-272,2007.0,5.2,0,0,0,6,8,1,5,2,4,0
