Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,G+A-PK,Rk_stats_shooting,Nation_stats_shooting,Pos_stats_shooting,Comp_stats_shooting,Age_stats_shooting,Born_stats_shooting,90s_stats_shooting,Gls_stats_shooting,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK_stats_shooting,PKatt_stats_shooting,Rk_stats_playing_time,Nation_stats_playing_time,Pos_stats_playing_time,Comp_stats_playing_time,Age_stats_playing_time,Born_stats_playing_time,MP_stats_playing_time,Min_stats_playing_time,Mn/MP,Min%,90s_stats_playing_time,Starts_stats_playing_time,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Rk_stats_misc,Nation_stats_misc,Pos_stats_misc,Comp_stats_misc,Age_stats_misc,Born_stats_misc,90s_stats_misc,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld,Off,Crs,Int,TklW,OG
Issa Diop,fr FRA,DF,Fulham,eng Premier League,29.0,1997.0,10,6,596,6.6,0,0,0,0,0,0,2,0,0.0,682,fr FRA,DF,eng Premier League,29-067,1997.0,6.6,0,1,0,0.0,0.15,0.0,0.0,,0,0,855,fr FRA,DF,eng Premier League,29-067,1997.0,10,596,60,22.1,6.6,6,89.0,5,4,15.0,7,1.3,8,11,-3,-0.45,-0.45,682,fr FRA,DF,eng Premier League,29-067,1997.0,6.6,2,0,0,7,3,0,1,4,2,0
Axel Disasi,fr FRA,DF,West Ham United,eng Premier League,28.0,1998.0,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,690,fr FRA,DF,eng Premier League,28-006,1998.0,6.0,0,3,2,66.7,0.5,0.33,0.0,0.0,0,0,864,fr FRA,DF,eng Premier League,28-006,1998.0,6,540,90,20.0,6.0,6,90.0,6,0,,0,1.5,7,7,0,0.0,0.79,690,fr FRA,DF,eng Premier League,28-006,1998.0,6.0,0,0,0,4,3,0,0,4,2,1
Nicolás Domínguez,ar ARG,MF,Nottingham Forest,eng Premier League,27.0,1998.0,19,14,934,10.4,1,0,1,1,0,0,2,0,0.1,707,ar ARG,MF,eng Premier League,27-262,1998.0,10.4,1,16,5,31.3,1.54,0.48,0.06,0.2,0,0,883,ar ARG,MF,eng Premier League,27-262,1998.0,19,934,49,34.6,10.4,14,62.0,1,5,14.0,4,1.0,10,17,-7,-0.67,-0.27,707,ar ARG,MF,eng Premier League,27-262,1998.0,10.4,2,0,0,11,8,0,13,4,22,0
Romelle Donovan,eng ENG,FW,Brentford,eng Premier League,19.0,2006.0,4,0,41,0.5,0,0,0,0,0,0,0,0,0.0,711,eng ENG,FW,eng Premier League,19-107,2006.0,0.5,0,3,1,33.3,6.59,2.2,0.0,0.0,0,0,888,eng ENG,FW,eng Premier League,19-107,2006.0,4,41,10,1.5,0.5,0,,0,4,10.0,13,1.5,2,0,2,4.39,4.32,711,eng ENG,FW,eng Premier League,19-107,2006.0,0.5,0,0,0,2,3,0,2,0,0,0
Patrick Dorgu,dk DEN,MF,Manchester Utd,eng Premier League,21.0,2004.0,22,14,1335,14.8,3,3,6,3,0,0,5,0,0.4,712,dk DEN,MF,eng Premier League,21-142,2004.0,14.8,3,20,7,35.0,1.35,0.47,0.15,0.43,0,0,889,dk DEN,MF,eng Premier League,21-142,2004.0,22,1335,61,49.4,14.8,14,86.0,10,8,17.0,1,1.59,18,20,-2,-0.13,-1.12,712,dk DEN,MF,eng Premier League,21-142,2004.0,14.8,5,0,0,19,42,7,54,14,30,0
Max Dowman,eng ENG,MF,Arsenal,eng Premier League,16.0,2009.0,3,0,46,0.5,1,0,1,1,0,0,0,0,1.96,724,eng ENG,MF,eng Premier League,16-076,2009.0,0.5,1,5,1,20.0,9.78,1.96,0.2,1.0,0,0,905,eng ENG,MF,eng Premier League,16-076,2009.0,3,46,15,1.6,0.5,0,,0,3,15.0,7,2.0,3,0,3,5.87,4.69,724,eng ENG,MF,eng Premier League,16-076,2009.0,0.5,0,0,0,0,4,0,1,0,2,0
Radu Drăgușin,ro ROU,DF,Tottenham Hotspur,eng Premier League,24.0,2002.0,8,5,515,5.7,0,0,0,0,0,0,0,0,0.0,726,ro ROU,DF,eng Premier League,24-042,2002.0,5.7,0,4,0,0.0,0.7,0.0,0.0,,0,0,907,ro ROU,DF,eng Premier League,24-042,2002.0,8,515,64,19.1,5.7,5,90.0,4,3,22.0,5,0.75,6,13,-7,-1.22,-1.22,726,ro ROU,DF,eng Premier League,24-042,2002.0,5.7,0,0,0,9,1,0,3,15,3,0
Joél Drakes-Thomas,eng ENG,MF,Crystal Palace,eng Premier League,16.0,2009.0,2,0,9,0.1,0,0,0,0,0,0,0,0,0.0,727,eng ENG,MF,eng Premier League,16-281,2009.0,0.1,0,0,0,,0.0,0.0,,,0,0,908,eng ENG,MF,eng Premier League,16-281,2009.0,2,9,5,0.3,0.1,0,,0,2,5.0,4,0.0,1,1,0,0.0,0.07,727,eng ENG,MF,eng Premier League,16-281,2009.0,0.1,0,0,0,1,0,0,0,0,1,0
Lewis Dunk,eng ENG,DF,Brighton,eng Premier League,34.0,1991.0,28,27,2475,27.5,0,0,0,0,0,0,9,0,0.0,731,eng ENG,DF,eng Premier League,34-116,1991.0,27.5,0,19,2,10.5,0.69,0.07,0.0,0.0,0,0,915,eng ENG,DF,eng Premier League,34-116,1991.0,28,2475,88,91.7,27.5,27,90.0,27,1,45.0,0,1.39,39,34,5,0.18,0.98,731,eng ENG,DF,eng Premier League,34-116,1991.0,27.5,9,0,0,13,8,1,5,29,20,0
George Earthy,eng ENG,MF,West Ham United,eng Premier League,21.0,2004.0,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,740,eng ENG,MF,eng Premier League,21-193,2004.0,0.1,0,0,0,,0.0,0.0,,,0,0,928,eng ENG,MF,eng Premier League,21-193,2004.0,1,9,9,0.3,0.1,0,,0,1,9.0,5,0.0,0,1,-1,-10.0,-9.4,740,eng ENG,MF,eng Premier League,21-193,2004.0,0.1,0,0,0,0,0,0,0,0,0,0
Odsonne Édouard,fr FRA,FW,Crystal Palace,eng Premier League,28.0,1998.0,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,751,fr FRA,FW,eng Premier League,28-060,1998.0,0.0,0,0,0,,0.0,0.0,,,0,0,941,fr FRA,FW,eng Premier League,28-060,1998.0,1,3,3,0.1,0.0,0,,0,1,3.0,1,1.0,0,0,0,0.0,0.07,751,fr FRA,FW,eng Premier League,28-060,1998.0,0.0,0,0,0,0,1,0,0,0,1,0
Tom Edozie,eng ENG,MF,Wolves,eng Premier League,19.0,2006.0,1,0,7,0.1,1,0,1,1,0,0,0,0,12.86,753,eng ENG,MF,eng Premier League,19-303,2006.0,0.1,1,1,1,100.0,12.86,12.86,1.0,1.0,0,0,943,eng ENG,MF,eng Premier League,19-303,2006.0,1,7,7,0.3,0.1,0,,0,1,7.0,4,1.0,1,0,1,12.86,13.86,753,eng ENG,MF,eng Premier League,19-303,2006.0,0.1,0,0,0,0,0,0,0,0,0,0
Alysson Edward,br BRA,MF,Aston Villa,eng Premier League,19.0,2006.0,3,0,49,0.5,0,0,0,0,0,0,0,0,0.0,755,br BRA,MF,eng Premier League,19-316,2006.0,0.5,0,1,0,0.0,1.84,0.0,0.0,,0,0,945,br BRA,MF,eng Premier League,19-316,2006.0,3,49,16,1.8,0.5,0,,0,3,16.0,0,1.0,1,2,-1,-1.84,-1.97,755,br BRA,MF,eng Premier League,19-316,2006.0,0.5,0,0,0,0,1,0,2,1,0,0
Hjalmar Ekdal,se SWE,DF,Burnley,eng Premier League,27.0,1998.0,15,13,1179,13.1,0,0,0,0,0,0,0,0,0.0,762,se SWE,DF,eng Premier League,27-147,1998.0,13.1,0,5,1,20.0,0.38,0.08,0.0,0.0,0,0,953,se SWE,DF,eng Premier League,27-147,1998.0,15,1179,79,43.7,13.1,13,89.0,11,2,9.0,12,0.67,11,24,-13,-0.99,-0.22,762,se SWE,DF,eng Premier League,27-147,1998.0,13.1,0,0,0,5,3,2,1,9,13,0
Hugo Ekitike,fr FRA,FW,Liverpool,eng Premier League,23.0,2002.0,27,20,1796,20.0,11,4,15,11,0,0,0,0,0.75,764,fr FRA,FW,eng Premier League,23-270,2002.0,20.0,11,65,19,29.2,3.26,0.95,0.17,0.58,0,0,955,fr FRA,FW,eng Premier League,23-270,2002.0,27,1796,67,66.5,20.0,20,81.0,6,7,26.0,0,1.74,35,25,10,0.5,0.6,764,fr FRA,FW,eng Premier League,23-270,2002.0,20.0,0,0,0,35,12,10,7,4,7,0
Anthony Elanga,se SWE,FW,Newcastle United,eng Premier League,23.0,2002.0,26,12,1157,12.9,0,1,1,0,0,0,0,0,0.08,768,se SWE,FW,eng Premier League,23-324,2002.0,12.9,0,14,4,28.6,1.09,0.31,0.0,0.0,0,0,959,se SWE,FW,eng Premier League,23-324,2002.0,26,1157,45,42.9,12.9,12,72.0,2,14,21.0,0,1.27,19,25,-6,-0.47,-0.82,768,se SWE,FW,eng Premier League,23-324,2002.0,12.9,0,0,0,7,19,2,77,3,10,0
Harvey Elliott,eng ENG,MF,Aston Villa,eng Premier League,22.0,2003.0,4,1,112,1.2,0,0,0,0,0,0,0,0,0.0,774,eng ENG,MF,eng Premier League,22-347,2003.0,1.2,0,5,0,0.0,4.02,0.0,0.0,,0,0,965,eng ENG,MF,eng Premier League,22-347,2003.0,4,112,28,4.1,1.2,1,45.0,0,3,22.0,4,1.25,2,2,0,0.0,-0.1,774,eng ENG,MF,eng Premier League,22-347,2003.0,1.2,0,0,0,0,2,0,3,0,0,0
Wataru Endo,jp JPN,DF,Liverpool,eng Premier League,33.0,1993.0,8,1,175,1.9,0,1,1,0,0,0,1,0,0.51,783,jp JPN,DF,eng Premier League,33-036,1993.0,1.9,0,1,0,0.0,0.51,0.0,0.0,,0,0,976,jp JPN,DF,eng Premier League,33-036,1993.0,8,175,22,6.5,1.9,1,68.0,0,7,15.0,11,2.0,6,5,1,0.51,0.23,783,jp JPN,DF,eng Premier League,33-036,1993.0,1.9,1,0,0,2,3,0,3,0,3,0
Romain Esse,eng ENG,MF,Crystal Palace,eng Premier League,20.0,2005.0,4,0,44,0.5,0,0,0,0,0,0,0,0,0.0,794,eng ENG,MF,eng Premier League,20-308,2005.0,0.5,0,0,0,,0.0,0.0,,,0,0,990,eng ENG,MF,eng Premier League,20-308,2005.0,4,44,11,1.6,0.5,0,,0,4,11.0,11,0.5,0,0,0,0.0,0.07,794,eng ENG,MF,eng Premier League,20-308,2005.0,0.5,0,0,0,2,2,0,2,0,1,0
Maxime Estève,fr FRA,DF,Burnley,eng Premier League,23.0,2002.0,27,27,2311,25.7,0,0,0,0,0,0,0,0,0.0,797,fr FRA,DF,eng Premier League,23-295,2002.0,25.7,0,9,1,11.1,0.35,0.04,0.0,0.0,0,0,995,fr FRA,DF,eng Premier League,23-295,2002.0,27,2311,86,85.6,25.7,27,86.0,22,0,,0,0.67,29,54,-25,-0.97,-0.74,797,fr FRA,DF,eng Premier League,23-295,2002.0,25.7,0,0,0,9,12,0,5,32,22,2
Evanilson,br BRA,FW,Bournemouth,eng Premier League,26.0,1999.0,28,24,2104,23.4,6,0,6,6,0,0,1,0,0.26,803,br BRA,FW,eng Premier League,26-162,1999.0,23.4,6,59,22,37.3,2.52,0.94,0.1,0.27,0,0,1001,br BRA,FW,eng Premier League,26-162,1999.0,28,2104,75,77.9,23.4,24,82.0,7,4,36.0,0,1.32,30,33,-3,-0.13,-0.28,803,br BRA,FW,eng Premier League,26-162,1999.0,23.4,1,0,0,17,25,23,2,2,3,0
Eberechi Eze,eng ENG,MF,Crystal Palace,eng Premier League,27.0,1998.0,1,1,83,0.9,0,0,0,0,0,0,0,0,0.0,806,eng ENG,MF,eng Premier League,27-261,1998.0,0.9,0,6,2,33.3,6.51,2.17,0.0,0.0,0,0,1004,eng ENG,MF,eng Premier League,27-261,1998.0,1,83,83,3.1,0.9,1,83.0,0,0,,0,1.0,0,0,0,0.0,0.07,806,eng ENG,MF,eng Premier League,27-261,1998.0,0.9,0,0,0,2,1,0,4,0,1,0
Bruno Fernandes,pt POR,MF,Manchester Utd,eng Premier League,31.0,1994.0,27,27,2344,26.0,7,16,23,4,3,5,3,0,0.77,828,pt POR,MF,eng Premier League,31-190,1994.0,26.0,7,67,18,26.9,2.57,0.69,0.06,0.22,3,5,1034,pt POR,MF,eng Premier League,31-190,1994.0,27,2344,87,86.8,26.0,27,87.0,22,0,,0,1.81,51,37,14,0.54,0.79,828,pt POR,MF,eng Premier League,31-190,1994.0,26.0,3,0,0,20,32,4,121,15,28,0
Mateus Fernandes,pt POR,MF,West Ham United,eng Premier League,21.0,2004.0,28,27,2302,25.6,3,3,6,3,0,0,6,0,0.23,829,pt POR,MF,eng Premier League,21-250,2004.0,25.6,3,21,5,23.8,0.82,0.2,0.14,0.6,0,0,1035,pt POR,MF,eng Premier League,21-250,2004.0,28,2302,82,85.3,25.6,27,84.0,16,1,26.0,0,1.04,30,40,-10,-0.39,1.64,829,pt POR,MF,eng Premier League,21-250,2004.0,25.6,6,0,0,39,39,0,43,30,52,0
Enzo Fernández,ar ARG,MF,Chelsea,eng Premier League,25.0,2001.0,29,28,2488,27.6,8,3,11,6,2,2,8,0,0.33,832,ar ARG,MF,eng Premier League,25-059,2001.0,27.6,8,57,24,42.1,2.06,0.87,0.11,0.25,2,2,1042,ar ARG,MF,eng Premier League,25-059,2001.0,29,2488,86,92.1,27.6,28,88.0,22,1,37.0,0,1.55,48,32,16,0.58,-0.27,832,ar ARG,MF,eng Premier League,25-059,2001.0,27.6,8,0,0,30,38,1,59,16,23,0
Zian Flemming,nl NED,FW,Burnley,eng Premier League,27.0,1998.0,21,13,1099,12.2,7,0,7,5,2,2,3,0,0.41,847,nl NED,FW,eng Premier League,27-228,1998.0,12.2,7,34,14,41.2,2.78,1.15,0.15,0.36,2,2,1063,nl NED,FW,eng Premier League,27-228,1998.0,21,1099,52,40.7,12.2,13,77.0,3,8,13.0,3,0.81,17,19,-2,-0.16,1.19,847,nl NED,FW,eng Premier League,27-228,1998.0,12.2,3,0,0,29,17,2,3,4,5,0
Jack Fletcher,eng ENG,MF,Manchester Utd,eng Premier League,18.0,2007.0,3,0,108,1.2,0,0,0,0,0,0,0,0,0.0,848,eng ENG,MF,eng Premier League,18-363,2007.0,1.2,0,1,0,0.0,0.83,0.0,0.0,,0,0,1064,eng ENG,MF,eng Premier League,18-363,2007.0,3,108,36,4.0,1.2,0,,0,3,36.0,4,1.33,0,0,0,0.0,-0.45,848,eng ENG,MF,eng Premier League,18-363,2007.0,1.2,0,0,0,2,1,0,0,1,1,0
Tyler Fletcher,sct SCO,MF,Manchester Utd,eng Premier League,18.0,2007.0,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,849,sct SCO,MF,eng Premier League,18-363,2007.0,0.0,0,0,0,,0.0,0.0,,,0,0,1065,sct SCO,MF,eng Premier League,18-363,2007.0,1,1,1,0.0,0.0,0,,0,1,1.0,8,3.0,0,0,0,0.0,-0.43,849,sct SCO,MF,eng Premier League,18-363,2007.0,0.0,0,0,0,0,0,0,0,0,0,0
Phil Foden,eng ENG,MF,Manchester City,eng Premier League,25.0,2000.0,26,21,1811,20.1,7,3,10,7,0,0,4,0,0.5,851,eng ENG,MF,eng Premier League,25-293,2000.0,20.1,7,51,17,33.3,2.53,0.84,0.14,0.41,0,0,1067,eng ENG,MF,eng Premier League,25-293,2000.0,26,1811,70,67.1,20.1,21,83.0,12,5,14.0,2,2.0,45,16,29,1.44,1.14,851,eng ENG,MF,eng Premier League,25-293,2000.0,20.1,4,0,0,17,26,2,103,9,12,0
Wesley Fofana,fr FRA,DF,Chelsea,eng Premier League,25.0,2000.0,18,13,1186,13.2,0,1,1,0,0,0,5,1,0.08,856,fr FRA,DF,eng Premier League,25-090,2000.0,13.2,0,5,0,0.0,0.38,0.0,0.0,,0,0,1072,fr FRA,DF,eng Premier League,25-090,2000.0,18,1186,66,43.9,13.2,13,81.0,7,5,26.0,5,1.89,23,12,11,0.83,0.42,856,fr FRA,DF,eng Premier League,25-090,2000.0,13.2,5,1,1,18,12,1,2,25,10,0
Tyler Fredricson,eng ENG,DF,Manchester Utd,eng Premier League,21.0,2005.0,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,873,eng ENG,DF,eng Premier League,21-022,2005.0,0.0,0,0,0,,0.0,0.0,,,0,0,1097,eng ENG,DF,eng Premier League,21-022,2005.0,1,3,3,0.1,0.0,0,,0,1,3.0,9,3.0,0,0,0,0.0,-0.43,873,eng ENG,DF,eng Premier League,21-022,2005.0,0.0,0,0,0,0,0,0,0,0,0,0
Niclas Füllkrug,de GER,FW,West Ham United,eng Premier League,33.0,1993.0,8,5,409,4.5,0,0,0,0,0,0,0,0,0.0,884,de GER,FW,eng Premier League,33-036,1993.0,4.5,0,9,3,33.3,1.98,0.66,0.0,0.0,0,0,1111,de GER,FW,eng Premier League,33-036,1993.0,8,409,51,15.1,4.5,5,69.0,1,3,21.0,2,0.63,2,11,-9,-1.98,-1.59,884,de GER,FW,eng Premier League,33-036,1993.0,4.5,0,0,0,11,1,2,0,2,1,0
Conor Gallagher,eng ENG,MF,Tottenham Hotspur,eng Premier League,26.0,2000.0,8,7,578,6.4,0,1,1,0,0,0,0,0,0.16,894,eng ENG,MF,eng Premier League,26-039,2000.0,6.4,0,5,2,40.0,0.78,0.31,0.0,0.0,0,0,1127,eng ENG,MF,eng Premier League,26-039,2000.0,8,578,72,21.4,6.4,7,76.0,2,1,48.0,0,0.25,6,16,-10,-1.56,-1.68,894,eng ENG,MF,eng Premier League,26-039,2000.0,6.4,0,0,0,11,14,0,14,9,6,0
Idrissa Gana Gueye,sn SEN,MF,Everton,eng Premier League,36.0,1989.0,21,21,1755,19.5,2,1,3,2,0,0,1,1,0.15,897,sn SEN,MF,eng Premier League,36-172,1989.0,19.5,2,26,6,23.1,1.33,0.31,0.08,0.33,0,0,1130,sn SEN,MF,eng Premier League,36-172,1989.0,21,1755,84,65.0,19.5,21,84.0,14,0,,0,1.38,21,22,-1,-0.05,-0.05,897,sn SEN,MF,eng Premier League,36-172,1989.0,19.5,1,1,0,18,26,0,18,23,19,0
Ben Gannon-Doak,sct SCO,MF,Bournemouth,eng Premier League,20.0,2005.0,4,0,57,0.6,0,1,1,0,0,0,0,0,1.58,901,sct SCO,MF,eng Premier League,20-126,2005.0,0.6,0,1,0,0.0,1.58,0.0,0.0,,0,0,1134,sct SCO,MF,eng Premier League,20-126,2005.0,4,57,14,2.1,0.6,0,,0,4,14.0,7,1.25,4,1,3,4.74,4.91,901,sct SCO,MF,eng Premier League,20-126,2005.0,0.6,0,0,0,1,1,0,2,1,0,0
Andrés García,es ESP,DF,Aston Villa,eng Premier League,23.0,2003.0,4,0,40,0.4,0,0,0,0,0,0,0,0,0.0,905,es ESP,DF,eng Premier League,23-038,2003.0,0.4,0,0,0,,0.0,0.0,,,0,0,1138,es ESP,DF,eng Premier League,23-038,2003.0,4,40,10,1.5,0.4,0,,0,4,10.0,7,1.0,2,2,0,0.0,-0.1,905,es ESP,DF,eng Premier League,23-038,2003.0,0.4,0,0,0,0,0,0,4,0,1,0
Alejandro Garnacho,ar ARG,MF,Chelsea,eng Premier League,21.0,2004.0,19,14,1077,12.0,1,4,5,1,0,0,1,0,0.42,917,ar ARG,MF,eng Premier League,21-259,2004.0,12.0,1,28,7,25.0,2.34,0.58,0.04,0.14,0,0,1154,ar ARG,MF,eng Premier League,21-259,2004.0,19,1077,57,39.9,12.0,14,68.0,4,5,24.0,8,1.68,20,14,6,0.5,-0.16,917,ar ARG,MF,eng Premier League,21-259,2004.0,12.0,1,0,0,8,19,1,54,4,11,0
Tyrique George,eng ENG,FW,Chelsea,eng Premier League,20.0,2006.0,4,0,145,1.6,0,0,0,0,0,0,2,0,0.0,930,eng ENG,FW,eng Premier League,20-041,2006.0,1.6,0,3,2,66.7,1.86,1.24,0.0,0.0,0,0,1171,eng ENG,FW,eng Premier League,20-041,2006.0,4,145,36,5.4,1.6,0,,0,4,36.0,4,1.0,5,2,3,1.86,1.33,930,eng ENG,FW,eng Premier League,20-041,2006.0,1.6,2,0,0,6,1,2,1,0,2,0
Tyrique George,eng ENG,MF,Everton,eng Premier League,20.0,2006.0,5,1,106,1.2,0,0,0,0,0,0,0,0,0.0,931,eng ENG,MF,eng Premier League,20-041,2006.0,1.2,0,2,1,50.0,1.7,0.85,0.0,0.0,0,0,1172,eng ENG,MF,eng Premier League,20-041,2006.0,5,106,21,3.9,1.2,1,61.0,0,4,11.0,1,1.2,3,2,1,0.85,0.92,931,eng ENG,MF,eng Premier League,20-041,2006.0,1.2,0,0,0,2,0,0,2,1,0,0
Jamie Gittens,eng ENG,MF,Chelsea,eng Premier League,21.0,2004.0,16,5,495,5.5,0,2,2,0,0,0,0,0,0.36,951,eng ENG,MF,eng Premier League,21-221,2004.0,5.5,0,10,2,20.0,1.82,0.36,0.0,0.0,0,0,1193,eng ENG,MF,eng Premier League,21-221,2004.0,16,495,31,18.3,5.5,5,57.0,1,11,19.0,6,2.06,7,7,0,0.0,-0.73,951,eng ENG,MF,eng Premier League,21-221,2004.0,5.5,0,0,0,6,8,2,13,2,4,0
Wilfried Gnonto,it ITA,FW,Leeds United,eng Premier League,22.0,2003.0,16,4,387,4.3,0,1,1,0,0,0,3,0,0.23,954,it ITA,FW,eng Premier League,22-132,2003.0,4.3,0,8,0,0.0,1.86,0.0,0.0,,0,0,1197,it ITA,FW,eng Premier League,22-132,2003.0,16,387,24,14.3,4.3,4,59.0,0,12,13.0,7,0.88,6,11,-5,-1.16,-0.93,954,it ITA,FW,eng Premier League,22-132,2003.0,4.3,3,0,0,7,8,0,15,3,10,0
João Gomes,br BRA,MF,Wolves,eng Premier League,25.0,2001.0,29,26,2297,25.5,1,1,2,1,0,0,9,0,0.08,964,br BRA,MF,eng Premier League,25-033,2001.0,25.5,1,16,6,37.5,0.63,0.24,0.06,0.17,0,0,1209,br BRA,MF,eng Premier League,25-033,2001.0,29,2297,79,82.3,25.5,26,86.0,19,3,24.0,1,0.55,19,43,-24,-0.94,0.15,964,br BRA,MF,eng Premier League,25-033,2001.0,25.5,9,0,0,56,39,0,25,31,57,0
Toti Gomes,pt POR,DF,Wolves,eng Premier League,27.0,1999.0,14,13,1039,11.5,0,0,0,0,0,0,2,1,0.0,966,pt POR,DF,eng Premier League,27-060,1999.0,11.5,0,4,1,25.0,0.35,0.09,0.0,0.0,0,0,1211,pt POR,DF,eng Premier League,27-060,1999.0,14,1039,74,37.2,11.5,13,80.0,8,1,1.0,5,0.29,6,25,-19,-1.65,-1.08,966,pt POR,DF,eng Premier League,27-060,1999.0,11.5,2,1,0,9,8,0,10,9,7,0
Joe Gomez,eng ENG,DF,Liverpool,eng Premier League,28.0,1997.0,16,6,500,5.6,0,2,2,0,0,0,2,0,0.36,968,eng ENG,DF,eng Premier League,28-298,1997.0,5.6,0,3,1,33.3,0.54,0.18,0.0,0.0,0,0,1214,eng ENG,DF,eng Premier League,28-298,1997.0,16,500,31,18.5,5.6,6,63.0,2,10,12.0,9,1.63,15,12,3,0.54,0.29,968,eng ENG,DF,eng Premier League,28-298,1997.0,5.6,2,0,0,9,0,0,15,8,3,0
Nicolás González,es ESP,MF,Manchester City,eng Premier League,24.0,2002.0,21,15,1376,15.3,1,0,1,1,0,0,6,0,0.07,975,es ESP,MF,eng Premier League,24-073,2002.0,15.3,1,12,2,16.7,0.78,0.13,0.08,0.5,0,0,1227,es ESP,MF,eng Premier League,24-073,2002.0,21,1376,66,51.0,15.3,15,80.0,9,6,28.0,6,2.19,37,13,24,1.57,1.03,975,es ESP,MF,eng Premier League,24-073,2002.0,15.3,6,0,0,28,17,0,2,22,26,0
Anthony Gordon,eng ENG,FW,Newcastle United,eng Premier League,25.0,2001.0,24,22,1637,18.2,5,2,7,2,3,3,3,1,0.22,980,eng ENG,FW,eng Premier League,25-021,2001.0,18.2,5,44,19,43.2,2.42,1.04,0.05,0.11,3,3,1233,eng ENG,FW,eng Premier League,25-021,2001.0,24,1637,68,60.6,18.2,22,73.0,4,2,13.0,0,1.42,22,27,-5,-0.27,-0.7,980,eng ENG,FW,eng Premier League,25-021,2001.0,18.2,3,1,0,13,37,5,68,3,12,0
Ryan Gravenberch,nl NED,MF,Liverpool,eng Premier League,23.0,2002.0,28,28,2428,27.0,4,3,7,4,0,0,5,0,0.26,996,nl NED,MF,eng Premier League,23-305,2002.0,27.0,4,31,9,29.0,1.15,0.33,0.13,0.44,0,0,1252,nl NED,MF,eng Premier League,23-305,2002.0,28,2428,87,89.9,27.0,28,87.0,24,0,,0,1.64,41,32,9,0.33,0.33,996,nl NED,MF,eng Premier League,23-305,2002.0,27.0,5,0,0,29,34,0,6,38,29,0
Jack Grealish,eng ENG,MF,Everton,eng Premier League,30.0,1995.0,20,18,1627,18.1,2,6,8,2,0,0,5,1,0.44,998,eng ENG,MF,eng Premier League,30-188,1995.0,18.1,2,26,8,30.8,1.44,0.44,0.08,0.25,0,0,1256,eng ENG,MF,eng Premier League,30-188,1995.0,20,1627,81,60.3,18.1,18,88.0,11,2,20.0,0,1.55,23,23,0,0.0,0.08,998,eng ENG,MF,eng Premier League,30-188,1995.0,18.1,5,1,1,13,58,0,39,11,15,0
Pascal Groß,de GER,MF,Brighton,eng Premier League,34.0,1991.0,11,10,916,10.2,1,1,2,1,0,0,2,0,0.2,1006,de GER,MF,eng Premier League,34-275,1991.0,10.2,1,11,4,36.4,1.08,0.39,0.09,0.25,0,0,1264,de GER,MF,eng Premier League,34-275,1991.0,11,916,83,33.9,10.2,10,90.0,8,1,20.0,0,1.36,9,7,2,0.2,0.15,1006,de GER,MF,eng Premier League,34-275,1991.0,10.2,2,0,0,9,10,4,67,8,11,0
Brajan Gruda,de GER,MF,Brighton,eng Premier League,21.0,2004.0,18,8,719,8.0,1,1,2,1,0,0,2,0,0.25,1008,de GER,MF,eng Premier League,21-290,2004.0,8.0,1,16,6,37.5,2.0,0.75,0.06,0.17,0,0,1266,de GER,MF,eng Premier League,21-290,2004.0,18,719,40,26.6,8.0,8,69.0,0,10,17.0,1,1.28,14,11,3,0.38,0.38,1008,de GER,MF,eng Premier League,21-290,2004.0,8.0,2,0,0,11,14,2,14,2,5,0
Ilia Gruev,bg BUL,MF,Leeds United,eng Premier League,25.0,2000.0,21,15,1293,14.4,0,3,3,0,0,0,3,0,0.21,1009,bg BUL,MF,eng Premier League,25-315,2000.0,14.4,0,6,1,16.7,0.42,0.07,0.0,0.0,0,0,1267,bg BUL,MF,eng Premier League,25-315,2000.0,21,1293,62,47.9,14.4,15,79.0,6,6,18.0,9,1.38,16,22,-6,-0.42,-0.1,1009,bg BUL,MF,eng Premier League,25-315,2000.0,14.4,3,0,0,16,9,0,16,14,13,0
Marc Guéhi,eng ENG,DF,Crystal Palace,eng Premier League,25.0,2000.0,20,20,1800,20.0,2,2,4,2,0,0,4,0,0.2,1015,eng ENG,DF,eng Premier League,25-247,2000.0,20.0,2,15,4,26.7,0.75,0.2,0.13,0.5,0,0,1274,eng ENG,DF,eng Premier League,25-247,2000.0,20,1800,90,66.7,20.0,20,90.0,20,0,,0,1.35,22,23,-1,-0.05,0.05,1015,eng ENG,DF,eng Premier League,25-247,2000.0,20.0,4,0,0,14,18,0,10,24,19,0
