Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,G+A-PK,Rk_stats_keeper,Nation_stats_keeper,Pos_stats_keeper,Comp_stats_keeper,Age_stats_keeper,Born_stats_keeper,MP_stats_keeper,Starts_stats_keeper,Min_stats_keeper,90s_stats_keeper,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,Rk_stats_shooting,Nation_stats_shooting,Pos_stats_shooting,Comp_stats_shooting,Age_stats_shooting,Born_stats_shooting,90s_stats_shooting,Gls_stats_shooting,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK_stats_shooting,PKatt_stats_shooting,Rk_stats_playing_time,Nation_stats_playing_time,Pos_stats_playing_time,Comp_stats_playing_time,Age_stats_playing_time,Born_stats_playing_time,MP_stats_playing_time,Min_stats_playing_time,Mn/MP,Min%,90s_stats_playing_time,Starts_stats_playing_time,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Rk_stats_misc,Nation_stats_misc,Pos_stats_misc,Comp_stats_misc,Age_stats_misc,Born_stats_misc,90s_stats_misc,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld,Off,Crs,Int,TklW,OG
Lorenzo Montipò,it ITA,GK,Hellas Verona,it Serie A,30.0,1996.0,26,26,2340,26.0,0,0,0,0,0,0,0,0,0.0,88.0,it ITA,GK,it Serie A,30-025,1996.0,26.0,26.0,2340.0,26.0,44.0,1.69,106.0,65.0,60.4,3.0,8.0,15.0,4.0,15.4,4.0,2.0,2.0,0.0,1711,it ITA,GK,it Serie A,30-025,1996.0,26.0,0,0,0,,0.0,0.0,,,0,0,2150,it ITA,GK,it Serie A,30-025,1996.0,26,2340,90,89.7,26.0,26,90.0,26,0,,3,0.65,21,44,-23,-0.88,1.12,1711,it ITA,GK,it Serie A,30-025,1996.0,26.0,0,0,0,0,5,0,0,0,0,0
Edoardo Motta,it ITA,GK,Lazio,it Serie A,21.0,2005.0,2,2,180,2.0,0,0,0,0,0,0,1,0,0.0,89.0,it ITA,GK,it Serie A,21-063,2005.0,2.0,2.0,180.0,2.0,1.0,0.5,7.0,6.0,85.7,2.0,0.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,1736,it ITA,GK,it Serie A,21-063,2005.0,2.0,0,0,0,,0.0,0.0,,,0,0,2180,it ITA,GK,it Serie A,21-063,2005.0,2,180,90,6.9,2.0,2,90.0,2,0,,5,3.0,3,1,2,1.0,1.04,1736,it ITA,GK,it Serie A,21-063,2005.0,2.0,1,0,0,0,0,0,0,0,0,0
Lionel Mpasi,cd COD,GK,Le Havre,fr Ligue 1,31.0,1994.0,4,3,315,3.5,0,0,0,0,0,0,1,0,0.0,90.0,cd COD,GK,fr Ligue 1,31-228,1994.0,4.0,3.0,315.0,3.5,2.0,0.57,17.0,15.0,88.2,0.0,2.0,1.0,1.0,33.3,0.0,0.0,0.0,0.0,1741,cd COD,GK,fr Ligue 1,31-228,1994.0,3.5,0,0,0,,0.0,0.0,,,0,0,2186,cd COD,GK,fr Ligue 1,31-228,1994.0,4,315,79,13.5,3.5,3,90.0,3,1,45.0,21,1.25,2,2,0,0.0,0.53,1741,cd COD,GK,fr Ligue 1,31-228,1994.0,3.5,1,0,0,0,1,0,0,0,0,0
Arijanet Muric,xk KVX,GK,Sassuolo,it Serie A,27.0,1998.0,28,28,2520,28.0,0,0,0,0,0,0,4,0,0.0,91.0,xk KVX,GK,it Serie A,27-130,1998.0,28.0,28.0,2520.0,28.0,37.0,1.32,136.0,103.0,75.7,11.0,5.0,12.0,6.0,21.4,4.0,4.0,0.0,0.0,1758,xk KVX,GK,it Serie A,27-130,1998.0,28.0,0,0,0,,0.0,0.0,,,0,0,2209,xk KVX,GK,it Serie A,27-130,1998.0,28,2520,90,96.6,28.0,28,90.0,28,0,,1,1.36,35,37,-2,-0.07,1.93,1758,xk KVX,GK,it Serie A,27-130,1998.0,28.0,4,0,0,1,3,0,0,0,0,0
Juan Musso,ar ARG,GK,Atlético Madrid,es La Liga,31.0,1994.0,2,2,180,2.0,0,0,0,0,0,0,1,0,0.0,92.0,ar ARG,GK,es La Liga,31-315,1994.0,2.0,2.0,180.0,2.0,0.0,0.0,4.0,4.0,100.0,2.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,0.0,1768,ar ARG,GK,es La Liga,31-315,1994.0,2.0,0,0,0,,0.0,0.0,,,0,0,2219,ar ARG,GK,es La Liga,31-315,1994.0,2,180,90,7.1,2.0,2,90.0,2,0,,24,3.0,2,0,2,1.0,0.23,1768,ar ARG,GK,es La Liga,31-315,1994.0,2.0,1,0,0,0,1,0,0,0,0,0
Yvon Mvogo,ch SUI,GK,Lorient,fr Ligue 1,31.0,1994.0,23,23,2070,23.0,0,0,0,0,0,0,0,0,0.0,93.0,ch SUI,GK,fr Ligue 1,31-284,1994.0,23.0,23.0,2070.0,23.0,32.0,1.39,80.0,52.0,65.0,8.0,10.0,5.0,4.0,17.4,5.0,4.0,0.0,1.0,1770,ch SUI,GK,fr Ligue 1,31-284,1994.0,23.0,0,0,0,,0.0,0.0,,,0,0,2221,ch SUI,GK,fr Ligue 1,31-284,1994.0,23,2070,90,88.5,23.0,23,90.0,23,0,,0,1.48,32,32,0,0.0,1.0,1770,ch SUI,GK,fr Ligue 1,31-284,1994.0,23.0,0,0,0,0,4,0,0,1,1,0
Manuel Neuer,de GER,GK,Bayern Munich,de Bundesliga,39.0,1986.0,19,19,1620,18.0,0,0,0,0,0,0,0,0,0.0,94.0,de GER,GK,de Bundesliga,39-355,1986.0,19.0,19.0,1620.0,18.0,17.0,0.94,42.0,26.0,61.9,16.0,3.0,0.0,6.0,31.6,1.0,1.0,0.0,0.0,1811,de GER,GK,de Bundesliga,39-355,1986.0,18.0,0,0,0,,0.0,0.0,,,0,0,2273,de GER,GK,de Bundesliga,39-355,1986.0,19,1620,85,69.2,18.0,19,85.0,17,0,,3,2.68,70,17,53,2.94,1.07,1811,de GER,GK,de Bundesliga,39-355,1986.0,18.0,0,0,0,0,2,0,0,0,0,0
Moritz Nicolas,de GER,GK,Gladbach,de Bundesliga,28.0,1997.0,26,26,2340,26.0,0,0,0,0,0,0,0,0,0.0,95.0,de GER,GK,de Bundesliga,28-147,1997.0,26.0,26.0,2340.0,26.0,43.0,1.65,137.0,98.0,71.5,7.0,7.0,12.0,10.0,38.5,4.0,4.0,0.0,0.0,1832,de GER,GK,de Bundesliga,28-147,1997.0,26.0,0,0,0,,0.0,0.0,,,0,0,2294,de GER,GK,de Bundesliga,28-147,1997.0,26,2340,90,100.0,26.0,26,90.0,26,0,,0,1.08,30,43,-13,-0.5,,1832,de GER,GK,de Bundesliga,28-147,1997.0,26.0,0,0,0,0,2,0,0,0,1,0
Obed Nkambadio,fr FRA,GK,Paris FC,fr Ligue 1,23.0,2003.0,11,11,990,11.0,0,0,0,0,0,0,0,0,0.0,96.0,fr FRA,GK,fr Ligue 1,23-038,2003.0,11.0,11.0,990.0,11.0,20.0,1.82,39.0,22.0,53.8,2.0,3.0,6.0,1.0,9.1,4.0,2.0,1.0,1.0,1839,fr FRA,GK,fr Ligue 1,23-038,2003.0,11.0,0,0,0,,0.0,0.0,,,0,0,2302,fr FRA,GK,fr Ligue 1,23-038,2003.0,11,990,90,42.3,11.0,11,90.0,11,0,,14,0.82,15,20,-5,-0.45,0.01,1839,fr FRA,GK,fr Ligue 1,23-038,2003.0,11.0,0,0,0,0,0,0,0,0,0,0
Alexander Nübel,de GER,GK,Stuttgart,de Bundesliga,29.0,1996.0,26,26,2340,26.0,0,1,1,0,0,0,0,0,0.04,97.0,de GER,GK,de Bundesliga,29-168,1996.0,26.0,26.0,2340.0,26.0,34.0,1.31,103.0,76.0,73.8,15.0,5.0,6.0,10.0,38.5,8.0,7.0,1.0,0.0,1853,de GER,GK,de Bundesliga,29-168,1996.0,26.0,0,0,0,,0.0,0.0,,,0,0,2318,de GER,GK,de Bundesliga,29-168,1996.0,26,2340,90,100.0,26.0,26,90.0,26,0,,0,1.92,51,34,17,0.65,,1853,de GER,GK,de Bundesliga,29-168,1996.0,26.0,0,0,0,0,7,0,0,1,0,0
Ørjan Nyland,no NOR,GK,Sevilla,es La Liga,35.0,1990.0,4,4,360,4.0,0,0,0,0,0,0,1,0,0.0,98.0,no NOR,GK,es La Liga,35-188,1990.0,4.0,4.0,360.0,4.0,7.0,1.75,15.0,9.0,60.0,1.0,1.0,2.0,1.0,25.0,1.0,1.0,0.0,0.0,1863,no NOR,GK,es La Liga,35-188,1990.0,4.0,0,0,0,,0.0,0.0,,,0,0,2332,no NOR,GK,es La Liga,35-188,1990.0,4,360,90,14.3,4.0,4,90.0,4,0,,23,1.0,7,7,0,0.0,0.42,1863,no NOR,GK,es La Liga,35-188,1990.0,4.0,1,0,0,0,0,0,0,0,0,0
Jan Oblak,si SVN,GK,Atlético Madrid,es La Liga,33.0,1993.0,26,26,2340,26.0,0,0,0,0,0,0,0,0,0.0,99.0,si SVN,GK,es La Liga,33-069,1993.0,26.0,26.0,2340.0,26.0,25.0,0.96,82.0,58.0,70.7,15.0,6.0,5.0,10.0,38.5,2.0,1.0,0.0,1.0,1875,si SVN,GK,es La Liga,33-069,1993.0,26.0,0,0,0,,0.0,0.0,,,0,0,2346,si SVN,GK,es La Liga,33-069,1993.0,26,2340,90,92.9,26.0,26,90.0,26,0,,0,1.96,45,25,20,0.77,-0.23,1875,si SVN,GK,es La Liga,33-069,1993.0,26.0,0,0,0,0,4,0,0,0,0,0
Maduka Okoye,ng NGA,GK,Udinese,it Serie A,26.0,1999.0,21,21,1806,20.1,0,0,0,0,0,0,1,1,0.0,100.0,ng NGA,GK,it Serie A,26-201,1999.0,21.0,21.0,1806.0,20.1,31.0,1.54,82.0,57.0,68.3,8.0,3.0,10.0,5.0,23.8,6.0,5.0,1.0,0.0,1890,ng NGA,GK,it Serie A,26-201,1999.0,20.1,0,0,0,,0.0,0.0,,,0,0,2367,ng NGA,GK,it Serie A,26-201,1999.0,21,1806,86,69.2,20.1,21,86.0,20,0,,1,1.29,25,26,-1,-0.05,0.85,1890,ng NGA,GK,it Serie A,26-201,1999.0,20.1,1,1,0,2,3,0,0,0,0,0
Berke Özer,tr TUR,GK,Lille,fr Ligue 1,25.0,2000.0,24,24,2160,24.0,0,1,1,0,0,0,3,0,0.04,102.0,tr TUR,GK,fr Ligue 1,25-296,2000.0,24.0,24.0,2160.0,24.0,30.0,1.25,87.0,58.0,66.7,13.0,5.0,6.0,8.0,33.3,2.0,1.0,1.0,0.0,1934,tr TUR,GK,fr Ligue 1,25-296,2000.0,24.0,0,0,0,,0.0,0.0,,,0,0,2427,tr TUR,GK,fr Ligue 1,25-296,2000.0,24,2160,90,92.3,24.0,24,90.0,24,0,,0,1.83,40,30,10,0.42,1.92,1934,tr TUR,GK,fr Ligue 1,25-296,2000.0,24.0,3,0,0,0,10,0,0,0,1,0
Daniele Padelli,it ITA,GK,Udinese,it Serie A,40.0,1985.0,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,103.0,it ITA,GK,it Serie A,40-143,1985.0,2.0,2.0,180.0,2.0,2.0,1.0,4.0,3.0,75.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1940,it ITA,GK,it Serie A,40-143,1985.0,2.0,0,0,0,,0.0,0.0,,,0,0,2434,it ITA,GK,it Serie A,40-143,1985.0,2,180,90,6.9,2.0,2,90.0,2,0,,24,0.5,1,2,-1,-0.5,-0.2,1940,it ITA,GK,it Serie A,40-143,1985.0,2.0,0,0,0,0,0,0,0,0,0,0
Alberto Paleari,it ITA,GK,Torino,it Serie A,33.0,1992.0,20,20,1800,20.0,0,0,0,0,0,0,1,0,0.0,104.0,it ITA,GK,it Serie A,33-200,1992.0,20.0,20.0,1800.0,20.0,32.0,1.6,84.0,54.0,64.3,7.0,4.0,9.0,7.0,35.0,2.0,2.0,0.0,0.0,1947,it ITA,GK,it Serie A,33-200,1992.0,20.0,0,0,0,,0.0,0.0,,,0,0,2443,it ITA,GK,it Serie A,33-200,1992.0,20,1800,90,69.0,20.0,20,90.0,20,0,,9,1.25,23,32,-9,-0.45,0.55,1947,it ITA,GK,it Serie A,33-200,1992.0,20.0,1,0,0,0,5,0,0,0,0,0
Iñaki Peña,es ESP,GK,Elche,es La Liga,27.0,1999.0,16,16,1440,16.0,0,0,0,0,0,0,0,0,0.0,105.0,es ESP,GK,es La Liga,27-015,1999.0,16.0,16.0,1440.0,16.0,28.0,1.75,81.0,55.0,67.9,3.0,4.0,9.0,4.0,25.0,2.0,2.0,0.0,0.0,1988,es ESP,GK,es La Liga,27-015,1999.0,16.0,0,0,0,,0.0,0.0,,,0,0,2495,es ESP,GK,es La Liga,27-015,1999.0,16,1440,90,57.1,16.0,16,90.0,16,0,,10,0.81,21,28,-7,-0.44,-0.27,1988,es ESP,GK,es La Liga,27-015,1999.0,16.0,0,0,0,0,1,0,0,0,0,0
Mike Penders,be BEL,GK,Strasbourg,fr Ligue 1,20.0,2005.0,25,25,2250,25.0,0,0,0,0,0,0,3,0,0.0,106.0,be BEL,GK,fr Ligue 1,20-229,2005.0,25.0,25.0,2250.0,25.0,31.0,1.24,98.0,71.0,71.4,9.0,7.0,9.0,8.0,32.0,4.0,3.0,1.0,0.0,1989,be BEL,GK,fr Ligue 1,20-229,2005.0,25.0,0,0,0,,0.0,0.0,,,0,0,2496,be BEL,GK,fr Ligue 1,20-229,2005.0,25,2250,90,96.2,25.0,25,90.0,25,0,,0,1.36,39,31,8,0.32,-0.68,1989,be BEL,GK,fr Ligue 1,20-229,2005.0,25.0,3,0,0,1,1,0,0,0,0,0
Simone Perilli,it ITA,GK,Hellas Verona,it Serie A,31.0,1995.0,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,107.0,it ITA,GK,it Serie A,31-069,1995.0,3.0,3.0,270.0,3.0,7.0,2.33,15.0,8.0,53.3,0.0,1.0,2.0,1.0,33.3,0.0,0.0,0.0,0.0,2001,it ITA,GK,it Serie A,31-069,1995.0,3.0,0,0,0,,0.0,0.0,,,0,0,2512,it ITA,GK,it Serie A,31-069,1995.0,3,270,90,10.3,3.0,3,90.0,3,0,,26,0.33,1,7,-6,-2.0,-1.12,2001,it ITA,GK,it Serie A,31-069,1995.0,3.0,0,0,0,0,0,0,0,0,0,0
Mattia Perin,it ITA,GK,Juventus,it Serie A,33.0,1992.0,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,108.0,it ITA,GK,it Serie A,33-127,1992.0,6.0,6.0,540.0,6.0,6.0,1.0,16.0,10.0,62.5,3.0,1.0,2.0,2.0,33.3,0.0,0.0,0.0,0.0,2002,it ITA,GK,it Serie A,33-127,1992.0,6.0,0,0,0,,0.0,0.0,,,0,0,2513,it ITA,GK,it Serie A,33-127,1992.0,6,540,90,20.7,6.0,6,90.0,6,0,,21,1.67,10,6,4,0.67,-0.16,2002,it ITA,GK,it Serie A,33-127,1992.0,6.0,0,0,0,0,1,0,0,0,0,0
Massimo Pessina,it ITA,GK,Bologna,it Serie A,18.0,2007.0,1,0,83,0.9,0,0,0,0,0,0,0,0,0.0,110.0,it ITA,GK,it Serie A,18-082,2007.0,1.0,0.0,83.0,0.9,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,2007,it ITA,GK,it Serie A,18-082,2007.0,0.9,0,0,0,,0.0,0.0,,,0,0,2519,it ITA,GK,it Serie A,18-082,2007.0,1,83,83,3.2,0.9,0,,0,1,83.0,27,3.0,2,0,2,2.17,2.1,2007,it ITA,GK,it Serie A,18-082,2007.0,0.9,0,0,0,0,0,0,0,0,0,0
Oumar Pona,fr FRA,GK,Angers,fr Ligue 1,19.0,2006.0,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,113.0,fr FRA,GK,fr Ligue 1,19-269,2006.0,1.0,1.0,90.0,1.0,2.0,2.0,4.0,2.0,50.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2037,fr FRA,GK,fr Ligue 1,19-269,2006.0,1.0,0,0,0,,0.0,0.0,,,0,0,2559,fr FRA,GK,fr Ligue 1,19-269,2006.0,1,90,90,3.8,1.0,1,90.0,1,0,,10,0.0,0,2,-2,-2.0,-1.72,2037,fr FRA,GK,fr Ligue 1,19-269,2006.0,1.0,1,0,0,0,2,0,0,0,0,0
Ivan Provedel,it ITA,GK,Lazio,it Serie A,32.0,1994.0,27,27,2430,27.0,0,0,0,0,0,0,1,0,0.0,115.0,it ITA,GK,it Serie A,32-000,1994.0,27.0,27.0,2430.0,27.0,27.0,1.0,112.0,87.0,78.6,8.0,10.0,9.0,12.0,44.4,4.0,3.0,1.0,0.0,2053,it ITA,GK,it Serie A,32-000,1994.0,27.0,0,0,0,,0.0,0.0,,,0,0,2585,it ITA,GK,it Serie A,32-000,1994.0,27,2430,90,93.1,27.0,27,90.0,27,0,,0,1.26,26,27,-1,-0.04,-1.04,2053,it ITA,GK,it Serie A,32-000,1994.0,27.0,1,0,0,0,2,0,0,0,0,0
Matheo Raab,de GER,GK,Union Berlin,de Bundesliga,27.0,1998.0,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,116.0,de GER,GK,de Bundesliga,27-089,1998.0,1.0,1.0,90.0,1.0,0.0,0.0,6.0,6.0,100.0,1.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,2062,de GER,GK,de Bundesliga,27-089,1998.0,1.0,0,0,0,,0.0,0.0,,,0,0,2596,de GER,GK,de Bundesliga,27-089,1998.0,1,90,90,3.8,1.0,1,90.0,1,0,,24,3.0,1,0,1,1.0,1.48,2062,de GER,GK,de Bundesliga,27-089,1998.0,1.0,0,0,0,0,0,0,0,0,0,0
Ionuț Radu,ro ROU,GK,Celta Vigo,es La Liga,28.0,1997.0,28,28,2520,28.0,0,0,0,0,0,0,0,0,0.0,117.0,ro ROU,GK,es La Liga,28-293,1997.0,28.0,28.0,2520.0,28.0,31.0,1.11,106.0,80.0,73.6,10.0,11.0,7.0,8.0,28.6,8.0,3.0,2.0,3.0,2067,ro ROU,GK,es La Liga,28-293,1997.0,28.0,0,0,0,,0.0,0.0,,,0,0,2601,ro ROU,GK,es La Liga,28-293,1997.0,28,2520,90,100.0,28.0,28,90.0,28,0,,0,1.46,38,31,7,0.25,,2067,ro ROU,GK,es La Liga,28-293,1997.0,28.0,0,0,0,0,7,0,0,0,0,0
Diant Ramaj,de GER,GK,Heidenheim,de Bundesliga,24.0,2001.0,25,25,2250,25.0,0,0,0,0,0,0,1,0,0.0,118.0,de GER,GK,de Bundesliga,24-179,2001.0,25.0,25.0,2250.0,25.0,56.0,2.24,135.0,84.0,62.2,3.0,5.0,17.0,0.0,0.0,6.0,5.0,0.0,1.0,2072,de GER,GK,de Bundesliga,24-179,2001.0,25.0,0,0,0,,0.0,0.0,,,0,0,2610,de GER,GK,de Bundesliga,24-179,2001.0,25,2250,90,96.2,25.0,25,90.0,25,0,,0,0.56,24,56,-32,-1.28,0.72,2072,de GER,GK,de Bundesliga,24-179,2001.0,25.0,1,0,0,2,2,0,0,0,0,0
Federico Ravaglia,it ITA,GK,Bologna,it Serie A,26.0,1999.0,13,12,1110,12.3,0,0,0,0,0,0,3,0,0.0,120.0,it ITA,GK,it Serie A,26-126,1999.0,13.0,12.0,1110.0,12.3,22.0,1.78,66.0,45.0,68.2,3.0,3.0,6.0,2.0,16.7,1.0,1.0,0.0,0.0,2091,it ITA,GK,it Serie A,26-126,1999.0,12.3,0,0,0,,0.0,0.0,,,0,0,2634,it ITA,GK,it Serie A,26-126,1999.0,13,1110,85,42.5,12.3,12,90.0,12,1,30.0,15,0.92,14,22,-8,-0.65,-1.37,2091,it ITA,GK,it Serie A,26-126,1999.0,12.3,3,0,0,1,3,0,0,0,1,0
Álex Remiro,es ESP,GK,Real Sociedad,es La Liga,30.0,1995.0,28,28,2520,28.0,0,0,0,0,0,0,0,0,0.0,122.0,es ESP,GK,es La Liga,30-358,1995.0,28.0,28.0,2520.0,28.0,42.0,1.5,105.0,68.0,64.8,10.0,8.0,10.0,2.0,7.1,5.0,5.0,0.0,0.0,2103,es ESP,GK,es La Liga,30-358,1995.0,28.0,0,0,0,,0.0,0.0,,,0,0,2648,es ESP,GK,es La Liga,30-358,1995.0,28,2520,90,100.0,28.0,28,90.0,28,0,,0,1.36,43,42,1,0.04,,2103,es ESP,GK,es La Liga,30-358,1995.0,28.0,0,0,0,0,4,0,0,1,1,1
Guillaume Restes,fr FRA,GK,Toulouse,fr Ligue 1,21.0,2005.0,26,26,2309,25.7,0,0,0,0,0,0,3,0,0.0,123.0,fr FRA,GK,fr Ligue 1,21-006,2005.0,26.0,26.0,2309.0,25.7,31.0,1.21,83.0,56.0,67.5,9.0,7.0,10.0,8.0,30.8,4.0,4.0,0.0,0.0,2105,fr FRA,GK,fr Ligue 1,21-006,2005.0,25.7,0,0,0,,0.0,0.0,,,0,0,2650,fr FRA,GK,fr Ligue 1,21-006,2005.0,26,2309,89,98.7,25.7,26,89.0,25,0,,0,1.31,36,31,5,0.19,0.19,2105,fr FRA,GK,fr Ligue 1,21-006,2005.0,25.7,3,0,0,0,8,0,0,1,0,0
Lasse Rieß,de GER,GK,Mainz 05,de Bundesliga,24.0,2001.0,4,3,292,3.2,0,0,0,0,0,0,0,0,0.0,124.0,de GER,GK,de Bundesliga,24-233,2001.0,4.0,3.0,292.0,3.2,12.0,3.7,26.0,15.0,57.7,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,2121,de GER,GK,de Bundesliga,24-233,2001.0,3.2,0,0,0,,0.0,0.0,,,0,0,2667,de GER,GK,de Bundesliga,24-233,2001.0,4,292,73,12.5,3.2,3,90.0,3,1,22.0,22,0.0,3,12,-9,-2.77,-2.73,2121,de GER,GK,de Bundesliga,24-233,2001.0,3.2,0,0,0,0,1,0,0,0,0,0
Filippo Rinaldi,it ITA,GK,Parma,it Serie A,23.0,2002.0,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,125.0,it ITA,GK,it Serie A,23-103,2002.0,1.0,1.0,90.0,1.0,0.0,0.0,4.0,4.0,100.0,0.0,1.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,2123,it ITA,GK,it Serie A,23-103,2002.0,1.0,0,0,0,,0.0,0.0,,,0,0,2669,it ITA,GK,it Serie A,23-103,2002.0,1,90,90,3.4,1.0,1,90.0,1,0,,28,1.0,0,0,0,0.0,0.54,2123,it ITA,GK,it Serie A,23-103,2002.0,1.0,1,0,0,0,0,0,0,0,0,0
Robin Risser,fr FRA,GK,Lens,fr Ligue 1,21.0,2004.0,26,26,2340,26.0,0,1,1,0,0,0,2,0,0.04,126.0,fr FRA,GK,fr Ligue 1,21-105,2004.0,26.0,26.0,2340.0,26.0,23.0,0.88,82.0,63.0,74.4,18.0,2.0,6.0,10.0,38.5,5.0,2.0,2.0,1.0,2127,fr FRA,GK,fr Ligue 1,21-105,2004.0,26.0,0,0,0,,0.0,0.0,,,0,0,2676,fr FRA,GK,fr Ligue 1,21-105,2004.0,26,2340,90,100.0,26.0,26,90.0,26,0,,0,2.15,49,23,26,1.0,,2127,fr FRA,GK,fr Ligue 1,21-105,2004.0,26.0,2,0,0,0,4,0,0,0,0,0
Leo Román,es ESP,GK,Mallorca,es La Liga,25.0,2000.0,23,23,2070,23.0,0,0,0,0,0,0,3,0,0.0,128.0,es ESP,GK,es La Liga,25-254,2000.0,23.0,23.0,2070.0,23.0,38.0,1.65,110.0,78.0,70.0,6.0,5.0,12.0,1.0,4.3,6.0,5.0,1.0,0.0,2156,es ESP,GK,es La Liga,25-254,2000.0,23.0,0,0,0,,0.0,0.0,,,0,0,2710,es ESP,GK,es La Liga,25-254,2000.0,23,2070,90,82.1,23.0,23,90.0,23,0,,0,1.0,29,38,-9,-0.39,0.21,2156,es ESP,GK,es La Liga,25-254,2000.0,23.0,3,0,0,1,1,0,0,1,1,0
Gerónimo Rulli,ar ARG,GK,Marseille,fr Ligue 1,33.0,1992.0,22,22,1980,22.0,0,0,0,0,0,0,2,0,0.0,129.0,ar ARG,GK,fr Ligue 1,33-301,1992.0,22.0,22.0,1980.0,22.0,25.0,1.14,83.0,62.0,74.7,12.0,4.0,6.0,7.0,31.8,4.0,4.0,0.0,0.0,2188,ar ARG,GK,fr Ligue 1,33-301,1992.0,22.0,0,0,0,,0.0,0.0,,,0,0,2750,ar ARG,GK,fr Ligue 1,33-301,1992.0,22,1980,90,84.6,22.0,22,90.0,22,0,,3,1.87,43,26,17,0.77,0.02,2188,ar ARG,GK,fr Ligue 1,33-301,1992.0,22.0,2,0,0,1,13,0,0,0,0,0
Mathew Ryan,au AUS,GK,Levante,es La Liga,33.0,1992.0,26,26,2340,26.0,0,0,0,0,0,0,2,0,0.0,130.0,au AUS,GK,es La Liga,33-343,1992.0,26.0,26.0,2340.0,26.0,41.0,1.58,137.0,99.0,71.5,5.0,8.0,13.0,5.0,19.2,3.0,2.0,1.0,0.0,2191,au AUS,GK,es La Liga,33-343,1992.0,26.0,0,2,0,0.0,0.08,0.0,0.0,,0,0,2753,au AUS,GK,es La Liga,33-343,1992.0,26,2340,90,92.9,26.0,26,90.0,26,0,,0,0.88,27,41,-14,-0.54,0.46,2191,au AUS,GK,es La Liga,33-343,1992.0,26.0,2,0,0,0,0,0,0,1,1,0
Frederik Rønnow,dk DEN,GK,Union Berlin,de Bundesliga,33.0,1992.0,25,25,2250,25.0,0,0,0,0,0,0,2,0,0.0,131.0,dk DEN,GK,de Bundesliga,33-225,1992.0,25.0,25.0,2250.0,25.0,42.0,1.68,103.0,65.0,65.0,7.0,7.0,11.0,5.0,20.0,6.0,6.0,0.0,0.0,2193,dk DEN,GK,de Bundesliga,33-225,1992.0,25.0,0,0,0,,0.0,0.0,,,0,0,2755,dk DEN,GK,de Bundesliga,33-225,1992.0,25,2250,90,96.2,25.0,25,90.0,25,0,,0,1.12,30,42,-12,-0.48,-1.48,2193,dk DEN,GK,de Bundesliga,33-225,1992.0,25.0,2,0,0,1,3,0,0,1,1,0
Matvei Safonov,ru RUS,GK,Paris Saint-Germain,fr Ligue 1,27.0,1999.0,8,8,720,8.0,0,0,0,0,0,0,0,0,0.0,133.0,ru RUS,GK,fr Ligue 1,27-020,1999.0,8.0,8.0,720.0,8.0,9.0,1.13,24.0,16.0,62.5,6.0,0.0,2.0,4.0,50.0,1.0,0.0,1.0,0.0,2204,ru RUS,GK,fr Ligue 1,27-020,1999.0,8.0,0,0,0,,0.0,0.0,,,0,0,2768,ru RUS,GK,fr Ligue 1,27-020,1999.0,8,720,90,32.0,8.0,8,90.0,8,0,,14,2.25,21,9,12,1.5,0.32,2204,ru RUS,GK,fr Ligue 1,27-020,1999.0,8.0,0,0,0,0,1,0,0,0,0,0
Brice Samba,fr FRA,GK,Rennes,fr Ligue 1,31.0,1994.0,25,25,2250,25.0,0,0,0,0,0,0,3,0,0.0,134.0,fr FRA,GK,fr Ligue 1,31-326,1994.0,25.0,25.0,2250.0,25.0,34.0,1.36,99.0,68.0,68.7,12.0,7.0,6.0,8.0,32.0,4.0,3.0,1.0,0.0,2223,fr FRA,GK,fr Ligue 1,31-326,1994.0,25.0,0,0,0,,0.0,0.0,,,0,0,2795,fr FRA,GK,fr Ligue 1,31-326,1994.0,25,2250,90,96.2,25.0,25,90.0,25,0,,0,1.72,42,34,8,0.32,2.32,2223,fr FRA,GK,fr Ligue 1,31-326,1994.0,25.0,3,0,0,0,5,0,0,0,0,0
